species	qma	stat
HOK	HOK1	049
HOK	HOK1	050
HOK	HOK1	051
HOK	HOK1	052
HOK	HOK1	009H
HOK	HOK1	016
HOK	HOK1	017
HOK	HOK1	029
HOK	HOK1	030
HOK	HOK1	013
HOK	HOK1	014
HOK	HOK1	003
HOK	HOK1	005
HOK	HOK1	106
HOK	HOK1	001
HOK	HOK1	048
HOK	HOK1	047
HOK	HOK1	002
HOK	HOK1	205
HOK	HOK1	401
HOK	HOK1	402
HOK	HOK1	403
HOK	HOK1	404
HOK	HOK1	801
HOK	HOK1	405
HOK	HOK1	406
HOK	HOK1	206
HOK	HOK1	701
HOK	HOK1	105
HOK	HOK1	101
HOK	HOK1	706
HOK	HOK1	501
HOK	HOK1	104
HOK	HOK1	603
HOK	HOK1	504
HOK	HOK1	303
HOK	HOK1	606
HOK	HOK1	610
HOK	HOK1	612
HOK	HOK1	604
HOK	HOK1	302
HOK	HOK1	605
HOK	HOK1	611
HOK	HOK1	045
HOK	HOK1	019
HOK	HOK1	021
HOR	HOR4	412
HOR	HOR4	411
HOR	HOR4	410
HOR	HOR4	408
HOR	HOR4	409
HOR	HOR4	407
HOR	HOR4	049
HOR	HOR4	050
HOR	HOR4	051
HOR	HOR4	052
HOR	HOR4	401
HOR	HOR4	402
HOR	HOR4	403
HOR	HOR4	404
HOR	HOR4	405
HOR	HOR4	406
HOR	HOR5	502
HOR	HOR5	503
HOR	HOR5	026
HOR	HOR5	027
HOR	HOR5	028
HOR	HOR5	031
HOR	HOR5	032
HOR	HOR5	025
HOR	HOR5	029
HOR	HOR5	030
HOR	HOR5	501
HOR	HOR5	504
HOR	HOR8	036
HOR	HOR8	040
HOR	HOR8	037
HOR	HOR8	039
HOR	HOR8	041
HOR	HOR8	016
HOR	HOR8	017
HOR	HOR8	801
HOR	HOR10	092
HOR	HOR10	091
HOR	HOR10	093
HOR	HOR10	094
HOR	HOR6	608
HOR	HOR6	602
HOR	HOR6	623
HOR	HOR6	622
HOR	HOR6	625
HOR	HOR6	615
HOR	HOR6	613
HOR	HOR6	601
HOR	HOR6	618
HOR	HOR6	614
HOR	HOR6	616
HOR	HOR6	619
HOR	HOR6	609
HOR	HOR6	617
HOR	HOR6	620
HOR	HOR6	607
HOR	HOR6	621
HOR	HOR6	624
HOR	HOR6	603
HOR	HOR6	504
HOR	HOR6	303
HOR	HOR6	606
HOR	HOR6	610
HOR	HOR6	612
HOR	HOR6	604
HOR	HOR6	302
HOR	HOR6	605
HOR	HOR6	611
HOR	HOR7	704
HOR	HOR7	705
HOR	HOR7	702
HOR	HOR7	703
HOR	HOR7	018
HOR	HOR7	032
HOR	HOR7	033
HOR	HOR7	034
HOR	HOR7	035
HOR	HOR7	036
HOR	HOR7	040
HOR	HOR7	037
HOR	HOR7	039
HOR	HOR7	038
HOR	HOR7	017
HOR	HOR7	701
HOR	HOR7	706
HOR	HOR3	301
HOR	HOR3	018
HOR	HOR3	020
HOR	HOR3	023
HOR	HOR3	022
HOR	HOR3	024
HOR	HOR3	026
HOR	HOR3	027
HOR	HOR3	303
HOR	HOR3	302
HOR	HOR3	605
HOR	HOR3	019
HOR	HOR3	021
HOR	HOR9	102
HOR	HOR9	103
HOR	HOR9	041
HOR	HOR9	042
HOR	HOR9	046
HOR	HOR9	044
HOR	HOR9	043
HOR	HOR9	048
HOR	HOR9	047
HOR	HOR9	101
HOR	HOR9	104
HOR	HOR9	045
HOR	HOR1	107
HOR	HOR1	004
HOR	HOR1	008
HOR	HOR1	006
HOR	HOR1	007
HOR	HOR1	009
HOR	HOR1	010
HOR	HOR1	009H
HOR	HOR1	003
HOR	HOR1	005
HOR	HOR1	106
HOR	HOR1	001
HOR	HOR1	002
HOR	HOR1	105
HOR	HOR2	203
HOR	HOR2	202
HOR	HOR2	204
HOR	HOR2	201
HOR	HOR2	011
HOR	HOR2	012
HOR	HOR2	015
HOR	HOR2	018
HOR	HOR2	016
HOR	HOR2	017
HOR	HOR2	013
HOR	HOR2	014
HOR	HOR2	205
HOR	HOR2	206
HOR	HOR2	019
HPB	HPB4	412
HPB	HPB4	411
HPB	HPB4	410
HPB	HPB4	408
HPB	HPB4	409
HPB	HPB4	407
HPB	HPB4	049
HPB	HPB4	050
HPB	HPB4	051
HPB	HPB4	052
HPB	HPB4	401
HPB	HPB4	402
HPB	HPB4	403
HPB	HPB4	404
HPB	HPB4	405
HPB	HPB4	406
HPB	HPB7	704
HPB	HPB7	705
HPB	HPB7	702
HPB	HPB7	703
HPB	HPB7	018
HPB	HPB7	032
HPB	HPB7	033
HPB	HPB7	034
HPB	HPB7	035
HPB	HPB7	036
HPB	HPB7	040
HPB	HPB7	037
HPB	HPB7	039
HPB	HPB7	038
HPB	HPB7	017
HPB	HPB7	701
HPB	HPB7	706
HPB	HPB10	092
HPB	HPB10	091
HPB	HPB10	093
HPB	HPB10	094
HPB	HPB3	301
HPB	HPB3	018
HPB	HPB3	020
HPB	HPB3	023
HPB	HPB3	022
HPB	HPB3	024
HPB	HPB3	026
HPB	HPB3	027
HPB	HPB3	303
HPB	HPB3	302
HPB	HPB3	605
HPB	HPB3	019
HPB	HPB3	021
HPB	HPB8	036
HPB	HPB8	040
HPB	HPB8	037
HPB	HPB8	039
HPB	HPB8	041
HPB	HPB8	016
HPB	HPB8	017
HPB	HPB8	801
HPB	HPB2	203
HPB	HPB2	202
HPB	HPB2	204
HPB	HPB2	201
HPB	HPB2	011
HPB	HPB2	012
HPB	HPB2	015
HPB	HPB2	018
HPB	HPB2	016
HPB	HPB2	017
HPB	HPB2	013
HPB	HPB2	014
HPB	HPB2	205
HPB	HPB2	206
HPB	HPB2	019
HPB	HPB5	608
HPB	HPB5	602
HPB	HPB5	623
HPB	HPB5	622
HPB	HPB5	625
HPB	HPB5	502
HPB	HPB5	615
HPB	HPB5	613
HPB	HPB5	601
HPB	HPB5	618
HPB	HPB5	614
HPB	HPB5	616
HPB	HPB5	619
HPB	HPB5	503
HPB	HPB5	609
HPB	HPB5	617
HPB	HPB5	620
HPB	HPB5	607
HPB	HPB5	621
HPB	HPB5	624
HPB	HPB5	026
HPB	HPB5	027
HPB	HPB5	028
HPB	HPB5	031
HPB	HPB5	032
HPB	HPB5	025
HPB	HPB5	029
HPB	HPB5	030
HPB	HPB5	501
HPB	HPB5	603
HPB	HPB5	504
HPB	HPB5	303
HPB	HPB5	606
HPB	HPB5	610
HPB	HPB5	612
HPB	HPB5	604
HPB	HPB5	302
HPB	HPB5	605
HPB	HPB5	611
HPB	HPB1	102
HPB	HPB1	103
HPB	HPB1	107
HPB	HPB1	004
HPB	HPB1	008
HPB	HPB1	006
HPB	HPB1	007
HPB	HPB1	009
HPB	HPB1	010
HPB	HPB1	041
HPB	HPB1	042
HPB	HPB1	046
HPB	HPB1	044
HPB	HPB1	043
HPB	HPB1	009H
HPB	HPB1	003
HPB	HPB1	005
HPB	HPB1	106
HPB	HPB1	001
HPB	HPB1	048
HPB	HPB1	047
HPB	HPB1	002
HPB	HPB1	105
HPB	HPB1	101
HPB	HPB1	104
HPB	HPB1	045
JDO	JDO7	704
JDO	JDO7	705
JDO	JDO7	702
JDO	JDO7	703
JDO	JDO7	018
JDO	JDO7	032
JDO	JDO7	033
JDO	JDO7	034
JDO	JDO7	035
JDO	JDO7	036
JDO	JDO7	040
JDO	JDO7	037
JDO	JDO7	039
JDO	JDO7	038
JDO	JDO7	017
JDO	JDO7	701
JDO	JDO7	706
JDO	JDO10	092
JDO	JDO10	091
JDO	JDO10	093
JDO	JDO10	094
JDO	JDO1	102
JDO	JDO1	103
JDO	JDO1	107
JDO	JDO1	004
JDO	JDO1	008
JDO	JDO1	006
JDO	JDO1	007
JDO	JDO1	009
JDO	JDO1	010
JDO	JDO1	041
JDO	JDO1	042
JDO	JDO1	046
JDO	JDO1	044
JDO	JDO1	043
JDO	JDO1	009H
JDO	JDO1	003
JDO	JDO1	005
JDO	JDO1	106
JDO	JDO1	001
JDO	JDO1	048
JDO	JDO1	047
JDO	JDO1	002
JDO	JDO1	105
JDO	JDO1	101
JDO	JDO1	104
JDO	JDO1	045
JDO	JDO3	412
JDO	JDO3	301
JDO	JDO3	608
JDO	JDO3	602
JDO	JDO3	623
JDO	JDO3	622
JDO	JDO3	625
JDO	JDO3	502
JDO	JDO3	411
JDO	JDO3	615
JDO	JDO3	613
JDO	JDO3	601
JDO	JDO3	618
JDO	JDO3	410
JDO	JDO3	408
JDO	JDO3	614
JDO	JDO3	616
JDO	JDO3	619
JDO	JDO3	503
JDO	JDO3	409
JDO	JDO3	407
JDO	JDO3	609
JDO	JDO3	617
JDO	JDO3	620
JDO	JDO3	607
JDO	JDO3	621
JDO	JDO3	624
JDO	JDO3	018
JDO	JDO3	020
JDO	JDO3	023
JDO	JDO3	022
JDO	JDO3	024
JDO	JDO3	026
JDO	JDO3	027
JDO	JDO3	028
JDO	JDO3	031
JDO	JDO3	032
JDO	JDO3	025
JDO	JDO3	049
JDO	JDO3	050
JDO	JDO3	051
JDO	JDO3	052
JDO	JDO3	029
JDO	JDO3	030
JDO	JDO3	401
JDO	JDO3	402
JDO	JDO3	403
JDO	JDO3	404
JDO	JDO3	405
JDO	JDO3	406
JDO	JDO3	501
JDO	JDO3	603
JDO	JDO3	504
JDO	JDO3	303
JDO	JDO3	606
JDO	JDO3	610
JDO	JDO3	612
JDO	JDO3	604
JDO	JDO3	302
JDO	JDO3	605
JDO	JDO3	611
JDO	JDO3	019
JDO	JDO3	021
JDO	JDO2	203
JDO	JDO2	202
JDO	JDO2	204
JDO	JDO2	201
JDO	JDO2	011
JDO	JDO2	012
JDO	JDO2	015
JDO	JDO2	018
JDO	JDO2	036
JDO	JDO2	040
JDO	JDO2	037
JDO	JDO2	039
JDO	JDO2	041
JDO	JDO2	016
JDO	JDO2	017
JDO	JDO2	013
JDO	JDO2	014
JDO	JDO2	205
JDO	JDO2	801
JDO	JDO2	206
JDO	JDO2	019
JMA	JMA10	092
JMA	JMA10	091
JMA	JMA10	093
JMA	JMA10	094
JMA	JMA3	412
JMA	JMA3	301
JMA	JMA3	608
JMA	JMA3	602
JMA	JMA3	623
JMA	JMA3	622
JMA	JMA3	625
JMA	JMA3	502
JMA	JMA3	411
JMA	JMA3	615
JMA	JMA3	613
JMA	JMA3	601
JMA	JMA3	618
JMA	JMA3	410
JMA	JMA3	408
JMA	JMA3	614
JMA	JMA3	616
JMA	JMA3	619
JMA	JMA3	503
JMA	JMA3	409
JMA	JMA3	407
JMA	JMA3	609
JMA	JMA3	617
JMA	JMA3	620
JMA	JMA3	607
JMA	JMA3	621
JMA	JMA3	624
JMA	JMA3	018
JMA	JMA3	020
JMA	JMA3	023
JMA	JMA3	022
JMA	JMA3	024
JMA	JMA3	026
JMA	JMA3	027
JMA	JMA3	028
JMA	JMA3	031
JMA	JMA3	032
JMA	JMA3	025
JMA	JMA3	049
JMA	JMA3	050
JMA	JMA3	051
JMA	JMA3	052
JMA	JMA3	029
JMA	JMA3	030
JMA	JMA3	401
JMA	JMA3	402
JMA	JMA3	403
JMA	JMA3	404
JMA	JMA3	405
JMA	JMA3	406
JMA	JMA3	501
JMA	JMA3	603
JMA	JMA3	504
JMA	JMA3	303
JMA	JMA3	606
JMA	JMA3	610
JMA	JMA3	612
JMA	JMA3	604
JMA	JMA3	302
JMA	JMA3	605
JMA	JMA3	611
JMA	JMA3	019
JMA	JMA3	021
JMA	JMA1	203
JMA	JMA1	202
JMA	JMA1	204
JMA	JMA1	107
JMA	JMA1	201
JMA	JMA1	004
JMA	JMA1	008
JMA	JMA1	006
JMA	JMA1	007
JMA	JMA1	009
JMA	JMA1	010
JMA	JMA1	011
JMA	JMA1	012
JMA	JMA1	015
JMA	JMA1	018
JMA	JMA1	009H
JMA	JMA1	016
JMA	JMA1	017
JMA	JMA1	013
JMA	JMA1	014
JMA	JMA1	003
JMA	JMA1	005
JMA	JMA1	106
JMA	JMA1	001
JMA	JMA1	002
JMA	JMA1	205
JMA	JMA1	206
JMA	JMA1	105
JMA	JMA1	019
JMA	JMA7	704
JMA	JMA7	102
JMA	JMA7	705
JMA	JMA7	702
JMA	JMA7	103
JMA	JMA7	703
JMA	JMA7	018
JMA	JMA7	032
JMA	JMA7	033
JMA	JMA7	034
JMA	JMA7	035
JMA	JMA7	036
JMA	JMA7	040
JMA	JMA7	037
JMA	JMA7	039
JMA	JMA7	038
JMA	JMA7	041
JMA	JMA7	042
JMA	JMA7	046
JMA	JMA7	044
JMA	JMA7	043
JMA	JMA7	016
JMA	JMA7	017
JMA	JMA7	048
JMA	JMA7	047
JMA	JMA7	801
JMA	JMA7	701
JMA	JMA7	101
JMA	JMA7	706
JMA	JMA7	104
JMA	JMA7	045
KAH	KAH4	412
KAH	KAH4	411
KAH	KAH4	410
KAH	KAH4	408
KAH	KAH4	409
KAH	KAH4	407
KAH	KAH4	049
KAH	KAH4	050
KAH	KAH4	051
KAH	KAH4	052
KAH	KAH4	401
KAH	KAH4	402
KAH	KAH4	403
KAH	KAH4	404
KAH	KAH4	405
KAH	KAH4	406
KAH	KAH10	092
KAH	KAH10	091
KAH	KAH10	093
KAH	KAH10	094
KAH	KAH1	107
KAH	KAH1	004
KAH	KAH1	008
KAH	KAH1	006
KAH	KAH1	007
KAH	KAH1	009
KAH	KAH1	010
KAH	KAH1	009H
KAH	KAH1	003
KAH	KAH1	005
KAH	KAH1	106
KAH	KAH1	001
KAH	KAH1	002
KAH	KAH1	105
KAH	KAH2	203
KAH	KAH2	202
KAH	KAH2	204
KAH	KAH2	201
KAH	KAH2	011
KAH	KAH2	012
KAH	KAH2	015
KAH	KAH2	018
KAH	KAH2	016
KAH	KAH2	017
KAH	KAH2	013
KAH	KAH2	014
KAH	KAH2	205
KAH	KAH2	206
KAH	KAH2	019
KAH	KAH3	301
KAH	KAH3	608
KAH	KAH3	602
KAH	KAH3	623
KAH	KAH3	622
KAH	KAH3	625
KAH	KAH3	502
KAH	KAH3	704
KAH	KAH3	615
KAH	KAH3	613
KAH	KAH3	601
KAH	KAH3	618
KAH	KAH3	705
KAH	KAH3	702
KAH	KAH3	614
KAH	KAH3	616
KAH	KAH3	619
KAH	KAH3	503
KAH	KAH3	703
KAH	KAH3	609
KAH	KAH3	617
KAH	KAH3	620
KAH	KAH3	607
KAH	KAH3	621
KAH	KAH3	624
KAH	KAH3	018
KAH	KAH3	020
KAH	KAH3	023
KAH	KAH3	022
KAH	KAH3	024
KAH	KAH3	026
KAH	KAH3	027
KAH	KAH3	028
KAH	KAH3	031
KAH	KAH3	032
KAH	KAH3	025
KAH	KAH3	033
KAH	KAH3	034
KAH	KAH3	035
KAH	KAH3	036
KAH	KAH3	040
KAH	KAH3	037
KAH	KAH3	039
KAH	KAH3	038
KAH	KAH3	017
KAH	KAH3	029
KAH	KAH3	030
KAH	KAH3	701
KAH	KAH3	706
KAH	KAH3	501
KAH	KAH3	603
KAH	KAH3	504
KAH	KAH3	303
KAH	KAH3	606
KAH	KAH3	610
KAH	KAH3	612
KAH	KAH3	604
KAH	KAH3	302
KAH	KAH3	605
KAH	KAH3	611
KAH	KAH3	019
KAH	KAH3	021
KAH	KAH8	102
KAH	KAH8	103
KAH	KAH8	036
KAH	KAH8	040
KAH	KAH8	037
KAH	KAH8	039
KAH	KAH8	041
KAH	KAH8	042
KAH	KAH8	046
KAH	KAH8	044
KAH	KAH8	043
KAH	KAH8	016
KAH	KAH8	017
KAH	KAH8	048
KAH	KAH8	047
KAH	KAH8	801
KAH	KAH8	101
KAH	KAH8	104
KAH	KAH8	045
KIC	KIC4	412
KIC	KIC4	411
KIC	KIC4	410
KIC	KIC4	408
KIC	KIC4	409
KIC	KIC4	407
KIC	KIC4	049
KIC	KIC4	050
KIC	KIC4	051
KIC	KIC4	052
KIC	KIC4	401
KIC	KIC4	402
KIC	KIC4	403
KIC	KIC4	404
KIC	KIC4	405
KIC	KIC4	406
KIC	KIC5	502
KIC	KIC5	503
KIC	KIC5	026
KIC	KIC5	027
KIC	KIC5	028
KIC	KIC5	031
KIC	KIC5	032
KIC	KIC5	025
KIC	KIC5	029
KIC	KIC5	030
KIC	KIC5	501
KIC	KIC5	504
KIC	KIC8	036
KIC	KIC8	040
KIC	KIC8	037
KIC	KIC8	039
KIC	KIC8	041
KIC	KIC8	016
KIC	KIC8	017
KIC	KIC8	801
KIC	KIC10	092
KIC	KIC10	091
KIC	KIC10	093
KIC	KIC10	094
KIC	KIC6	608
KIC	KIC6	602
KIC	KIC6	623
KIC	KIC6	622
KIC	KIC6	625
KIC	KIC6	615
KIC	KIC6	613
KIC	KIC6	601
KIC	KIC6	618
KIC	KIC6	614
KIC	KIC6	616
KIC	KIC6	619
KIC	KIC6	609
KIC	KIC6	617
KIC	KIC6	620
KIC	KIC6	607
KIC	KIC6	621
KIC	KIC6	624
KIC	KIC6	603
KIC	KIC6	504
KIC	KIC6	303
KIC	KIC6	606
KIC	KIC6	610
KIC	KIC6	612
KIC	KIC6	604
KIC	KIC6	302
KIC	KIC6	605
KIC	KIC6	611
KIC	KIC7	704
KIC	KIC7	705
KIC	KIC7	702
KIC	KIC7	703
KIC	KIC7	018
KIC	KIC7	032
KIC	KIC7	033
KIC	KIC7	034
KIC	KIC7	035
KIC	KIC7	036
KIC	KIC7	040
KIC	KIC7	037
KIC	KIC7	039
KIC	KIC7	038
KIC	KIC7	017
KIC	KIC7	701
KIC	KIC7	706
KIC	KIC3	301
KIC	KIC3	018
KIC	KIC3	020
KIC	KIC3	023
KIC	KIC3	022
KIC	KIC3	024
KIC	KIC3	026
KIC	KIC3	027
KIC	KIC3	303
KIC	KIC3	302
KIC	KIC3	605
KIC	KIC3	019
KIC	KIC3	021
KIC	KIC9	102
KIC	KIC9	103
KIC	KIC9	041
KIC	KIC9	042
KIC	KIC9	046
KIC	KIC9	044
KIC	KIC9	043
KIC	KIC9	048
KIC	KIC9	047
KIC	KIC9	101
KIC	KIC9	104
KIC	KIC9	045
KIC	KIC1	107
KIC	KIC1	004
KIC	KIC1	008
KIC	KIC1	006
KIC	KIC1	007
KIC	KIC1	009
KIC	KIC1	010
KIC	KIC1	009H
KIC	KIC1	003
KIC	KIC1	005
KIC	KIC1	106
KIC	KIC1	001
KIC	KIC1	002
KIC	KIC1	105
KIC	KIC2	203
KIC	KIC2	202
KIC	KIC2	204
KIC	KIC2	201
KIC	KIC2	011
KIC	KIC2	012
KIC	KIC2	015
KIC	KIC2	018
KIC	KIC2	016
KIC	KIC2	017
KIC	KIC2	013
KIC	KIC2	014
KIC	KIC2	205
KIC	KIC2	206
KIC	KIC2	019
KIN	KIN4	412
KIN	KIN4	411
KIN	KIN4	410
KIN	KIN4	408
KIN	KIN4	409
KIN	KIN4	407
KIN	KIN4	049
KIN	KIN4	050
KIN	KIN4	051
KIN	KIN4	052
KIN	KIN4	401
KIN	KIN4	402
KIN	KIN4	403
KIN	KIN4	404
KIN	KIN4	405
KIN	KIN4	406
KIN	KIN7	704
KIN	KIN7	705
KIN	KIN7	702
KIN	KIN7	703
KIN	KIN7	018
KIN	KIN7	032
KIN	KIN7	033
KIN	KIN7	034
KIN	KIN7	035
KIN	KIN7	036
KIN	KIN7	040
KIN	KIN7	037
KIN	KIN7	039
KIN	KIN7	038
KIN	KIN7	017
KIN	KIN7	701
KIN	KIN7	706
KIN	KIN10	092
KIN	KIN10	091
KIN	KIN10	093
KIN	KIN10	094
KIN	KIN1	107
KIN	KIN1	004
KIN	KIN1	008
KIN	KIN1	006
KIN	KIN1	007
KIN	KIN1	009
KIN	KIN1	010
KIN	KIN1	009H
KIN	KIN1	003
KIN	KIN1	005
KIN	KIN1	106
KIN	KIN1	001
KIN	KIN1	002
KIN	KIN1	105
KIN	KIN3	301
KIN	KIN3	608
KIN	KIN3	602
KIN	KIN3	623
KIN	KIN3	622
KIN	KIN3	625
KIN	KIN3	502
KIN	KIN3	615
KIN	KIN3	613
KIN	KIN3	601
KIN	KIN3	618
KIN	KIN3	614
KIN	KIN3	616
KIN	KIN3	619
KIN	KIN3	503
KIN	KIN3	609
KIN	KIN3	617
KIN	KIN3	620
KIN	KIN3	607
KIN	KIN3	621
KIN	KIN3	624
KIN	KIN3	018
KIN	KIN3	020
KIN	KIN3	023
KIN	KIN3	022
KIN	KIN3	024
KIN	KIN3	026
KIN	KIN3	027
KIN	KIN3	028
KIN	KIN3	031
KIN	KIN3	032
KIN	KIN3	025
KIN	KIN3	029
KIN	KIN3	030
KIN	KIN3	501
KIN	KIN3	603
KIN	KIN3	504
KIN	KIN3	303
KIN	KIN3	606
KIN	KIN3	610
KIN	KIN3	612
KIN	KIN3	604
KIN	KIN3	302
KIN	KIN3	605
KIN	KIN3	611
KIN	KIN3	019
KIN	KIN3	021
KIN	KIN2	203
KIN	KIN2	202
KIN	KIN2	204
KIN	KIN2	201
KIN	KIN2	011
KIN	KIN2	012
KIN	KIN2	015
KIN	KIN2	018
KIN	KIN2	016
KIN	KIN2	017
KIN	KIN2	013
KIN	KIN2	014
KIN	KIN2	205
KIN	KIN2	206
KIN	KIN2	019
KIN	KIN8	102
KIN	KIN8	103
KIN	KIN8	036
KIN	KIN8	040
KIN	KIN8	037
KIN	KIN8	039
KIN	KIN8	041
KIN	KIN8	042
KIN	KIN8	046
KIN	KIN8	044
KIN	KIN8	043
KIN	KIN8	016
KIN	KIN8	017
KIN	KIN8	048
KIN	KIN8	047
KIN	KIN8	801
KIN	KIN8	101
KIN	KIN8	104
KIN	KIN8	045
LDO	LDO10	092
LDO	LDO10	091
LDO	LDO10	093
LDO	LDO10	094
LDO	LDO1	203
LDO	LDO1	704
LDO	LDO1	102
LDO	LDO1	202
LDO	LDO1	204
LDO	LDO1	705
LDO	LDO1	702
LDO	LDO1	103
LDO	LDO1	107
LDO	LDO1	703
LDO	LDO1	201
LDO	LDO1	004
LDO	LDO1	008
LDO	LDO1	006
LDO	LDO1	007
LDO	LDO1	009
LDO	LDO1	010
LDO	LDO1	011
LDO	LDO1	012
LDO	LDO1	015
LDO	LDO1	018
LDO	LDO1	032
LDO	LDO1	033
LDO	LDO1	034
LDO	LDO1	035
LDO	LDO1	036
LDO	LDO1	040
LDO	LDO1	037
LDO	LDO1	039
LDO	LDO1	038
LDO	LDO1	041
LDO	LDO1	042
LDO	LDO1	046
LDO	LDO1	044
LDO	LDO1	043
LDO	LDO1	009H
LDO	LDO1	016
LDO	LDO1	017
LDO	LDO1	013
LDO	LDO1	014
LDO	LDO1	003
LDO	LDO1	005
LDO	LDO1	106
LDO	LDO1	001
LDO	LDO1	048
LDO	LDO1	047
LDO	LDO1	002
LDO	LDO1	205
LDO	LDO1	801
LDO	LDO1	206
LDO	LDO1	701
LDO	LDO1	105
LDO	LDO1	101
LDO	LDO1	706
LDO	LDO1	104
LDO	LDO1	045
LDO	LDO1	019
LDO	LDO3	412
LDO	LDO3	301
LDO	LDO3	608
LDO	LDO3	602
LDO	LDO3	623
LDO	LDO3	622
LDO	LDO3	625
LDO	LDO3	502
LDO	LDO3	411
LDO	LDO3	615
LDO	LDO3	613
LDO	LDO3	601
LDO	LDO3	618
LDO	LDO3	410
LDO	LDO3	408
LDO	LDO3	614
LDO	LDO3	616
LDO	LDO3	619
LDO	LDO3	503
LDO	LDO3	409
LDO	LDO3	407
LDO	LDO3	609
LDO	LDO3	617
LDO	LDO3	620
LDO	LDO3	607
LDO	LDO3	621
LDO	LDO3	624
LDO	LDO3	018
LDO	LDO3	020
LDO	LDO3	023
LDO	LDO3	022
LDO	LDO3	024
LDO	LDO3	026
LDO	LDO3	027
LDO	LDO3	028
LDO	LDO3	031
LDO	LDO3	032
LDO	LDO3	025
LDO	LDO3	049
LDO	LDO3	050
LDO	LDO3	051
LDO	LDO3	052
LDO	LDO3	029
LDO	LDO3	030
LDO	LDO3	401
LDO	LDO3	402
LDO	LDO3	403
LDO	LDO3	404
LDO	LDO3	405
LDO	LDO3	406
LDO	LDO3	501
LDO	LDO3	603
LDO	LDO3	504
LDO	LDO3	303
LDO	LDO3	606
LDO	LDO3	610
LDO	LDO3	612
LDO	LDO3	604
LDO	LDO3	302
LDO	LDO3	605
LDO	LDO3	611
LDO	LDO3	019
LDO	LDO3	021
LEA	LEA4	412
LEA	LEA4	411
LEA	LEA4	410
LEA	LEA4	408
LEA	LEA4	409
LEA	LEA4	407
LEA	LEA4	049
LEA	LEA4	050
LEA	LEA4	051
LEA	LEA4	052
LEA	LEA4	401
LEA	LEA4	402
LEA	LEA4	403
LEA	LEA4	404
LEA	LEA4	405
LEA	LEA4	406
LEA	LEA10	092
LEA	LEA10	091
LEA	LEA10	093
LEA	LEA10	094
LEA	LEA1	102
LEA	LEA1	103
LEA	LEA1	107
LEA	LEA1	004
LEA	LEA1	008
LEA	LEA1	006
LEA	LEA1	007
LEA	LEA1	009
LEA	LEA1	010
LEA	LEA1	041
LEA	LEA1	042
LEA	LEA1	046
LEA	LEA1	044
LEA	LEA1	043
LEA	LEA1	009H
LEA	LEA1	003
LEA	LEA1	005
LEA	LEA1	106
LEA	LEA1	001
LEA	LEA1	048
LEA	LEA1	047
LEA	LEA1	002
LEA	LEA1	105
LEA	LEA1	101
LEA	LEA1	104
LEA	LEA1	045
LEA	LEA3	301
LEA	LEA3	608
LEA	LEA3	602
LEA	LEA3	623
LEA	LEA3	622
LEA	LEA3	625
LEA	LEA3	502
LEA	LEA3	615
LEA	LEA3	613
LEA	LEA3	601
LEA	LEA3	618
LEA	LEA3	614
LEA	LEA3	616
LEA	LEA3	619
LEA	LEA3	503
LEA	LEA3	609
LEA	LEA3	617
LEA	LEA3	620
LEA	LEA3	607
LEA	LEA3	621
LEA	LEA3	624
LEA	LEA3	018
LEA	LEA3	020
LEA	LEA3	023
LEA	LEA3	022
LEA	LEA3	024
LEA	LEA3	026
LEA	LEA3	027
LEA	LEA3	028
LEA	LEA3	031
LEA	LEA3	032
LEA	LEA3	025
LEA	LEA3	029
LEA	LEA3	030
LEA	LEA3	501
LEA	LEA3	603
LEA	LEA3	504
LEA	LEA3	303
LEA	LEA3	606
LEA	LEA3	610
LEA	LEA3	612
LEA	LEA3	604
LEA	LEA3	302
LEA	LEA3	605
LEA	LEA3	611
LEA	LEA3	019
LEA	LEA3	021
LEA	LEA2	203
LEA	LEA2	704
LEA	LEA2	202
LEA	LEA2	204
LEA	LEA2	705
LEA	LEA2	702
LEA	LEA2	703
LEA	LEA2	201
LEA	LEA2	011
LEA	LEA2	012
LEA	LEA2	015
LEA	LEA2	018
LEA	LEA2	032
LEA	LEA2	033
LEA	LEA2	034
LEA	LEA2	035
LEA	LEA2	036
LEA	LEA2	040
LEA	LEA2	037
LEA	LEA2	039
LEA	LEA2	038
LEA	LEA2	041
LEA	LEA2	016
LEA	LEA2	017
LEA	LEA2	013
LEA	LEA2	014
LEA	LEA2	205
LEA	LEA2	801
LEA	LEA2	206
LEA	LEA2	701
LEA	LEA2	706
LEA	LEA2	019
LIN	LIN4	412
LIN	LIN4	411
LIN	LIN4	410
LIN	LIN4	408
LIN	LIN4	409
LIN	LIN4	407
LIN	LIN4	049
LIN	LIN4	050
LIN	LIN4	051
LIN	LIN4	052
LIN	LIN4	401
LIN	LIN4	402
LIN	LIN4	403
LIN	LIN4	404
LIN	LIN4	405
LIN	LIN4	406
LIN	LIN5	502
LIN	LIN5	503
LIN	LIN5	026
LIN	LIN5	027
LIN	LIN5	028
LIN	LIN5	031
LIN	LIN5	032
LIN	LIN5	025
LIN	LIN5	029
LIN	LIN5	030
LIN	LIN5	501
LIN	LIN5	504
LIN	LIN10	092
LIN	LIN10	091
LIN	LIN10	093
LIN	LIN10	094
LIN	LIN6	608
LIN	LIN6	602
LIN	LIN6	623
LIN	LIN6	622
LIN	LIN6	625
LIN	LIN6	615
LIN	LIN6	613
LIN	LIN6	601
