species	qma	stat
FRO	FRO4	052
FRO	FRO4	401
FRO	FRO4	402
FRO	FRO4	403
FRO	FRO4	404
FRO	FRO4	405
FRO	FRO4	406
FRO	FRO5	502
FRO	FRO5	503
FRO	FRO5	026
FRO	FRO5	027
FRO	FRO5	028
FRO	FRO5	031
FRO	FRO5	032
FRO	FRO5	025
FRO	FRO5	029
FRO	FRO5	030
FRO	FRO5	501
FRO	FRO5	504
FRO	FRO8	036
FRO	FRO8	040
FRO	FRO8	037
FRO	FRO8	039
FRO	FRO8	041
FRO	FRO8	016
FRO	FRO8	017
FRO	FRO8	801
FRO	FRO10	092
FRO	FRO10	091
FRO	FRO10	093
FRO	FRO10	094
FRO	FRO6	608
FRO	FRO6	602
FRO	FRO6	623
FRO	FRO6	622
FRO	FRO6	625
FRO	FRO6	615
FRO	FRO6	613
FRO	FRO6	601
FRO	FRO6	618
FRO	FRO6	614
FRO	FRO6	616
FRO	FRO6	619
FRO	FRO6	609
FRO	FRO6	617
FRO	FRO6	620
FRO	FRO6	607
FRO	FRO6	621
FRO	FRO6	624
FRO	FRO6	603
FRO	FRO6	504
FRO	FRO6	303
FRO	FRO6	606
FRO	FRO6	610
FRO	FRO6	612
FRO	FRO6	604
FRO	FRO6	302
FRO	FRO6	605
FRO	FRO6	611
FRO	FRO7	704
FRO	FRO7	705
FRO	FRO7	702
FRO	FRO7	703
FRO	FRO7	018
FRO	FRO7	032
FRO	FRO7	033
FRO	FRO7	034
FRO	FRO7	035
FRO	FRO7	036
FRO	FRO7	040
FRO	FRO7	037
FRO	FRO7	039
FRO	FRO7	038
FRO	FRO7	017
FRO	FRO7	701
FRO	FRO7	706
FRO	FRO3	301
FRO	FRO3	018
FRO	FRO3	020
FRO	FRO3	023
FRO	FRO3	022
FRO	FRO3	024
FRO	FRO3	026
FRO	FRO3	027
FRO	FRO3	303
FRO	FRO3	302
FRO	FRO3	605
FRO	FRO3	019
FRO	FRO3	021
FRO	FRO9	102
FRO	FRO9	103
FRO	FRO9	041
FRO	FRO9	042
FRO	FRO9	046
FRO	FRO9	044
FRO	FRO9	043
FRO	FRO9	048
FRO	FRO9	047
FRO	FRO9	101
FRO	FRO9	104
FRO	FRO9	045
FRO	FRO1	107
FRO	FRO1	004
FRO	FRO1	008
FRO	FRO1	006
FRO	FRO1	007
FRO	FRO1	009
FRO	FRO1	010
FRO	FRO1	009H
FRO	FRO1	003
FRO	FRO1	005
FRO	FRO1	106
FRO	FRO1	001
FRO	FRO1	002
FRO	FRO1	105
FRO	FRO2	203
FRO	FRO2	202
FRO	FRO2	204
FRO	FRO2	201
FRO	FRO2	011
FRO	FRO2	012
FRO	FRO2	015
FRO	FRO2	018
FRO	FRO2	016
FRO	FRO2	017
FRO	FRO2	013
FRO	FRO2	014
FRO	FRO2	205
FRO	FRO2	206
FRO	FRO2	019
GAR	GAR4	412
GAR	GAR4	411
GAR	GAR4	410
GAR	GAR4	408
GAR	GAR4	409
GAR	GAR4	407
GAR	GAR4	049
GAR	GAR4	050
GAR	GAR4	051
GAR	GAR4	052
GAR	GAR4	401
GAR	GAR4	402
GAR	GAR4	403
GAR	GAR4	404
GAR	GAR4	405
GAR	GAR4	406
GAR	GAR7	704
GAR	GAR7	705
GAR	GAR7	702
GAR	GAR7	703
GAR	GAR7	018
GAR	GAR7	032
GAR	GAR7	033
GAR	GAR7	034
GAR	GAR7	035
GAR	GAR7	036
GAR	GAR7	040
GAR	GAR7	037
GAR	GAR7	039
GAR	GAR7	038
GAR	GAR7	017
GAR	GAR7	701
GAR	GAR7	706
GAR	GAR10	092
GAR	GAR10	091
GAR	GAR10	093
GAR	GAR10	094
GAR	GAR1	107
GAR	GAR1	004
GAR	GAR1	008
GAR	GAR1	006
GAR	GAR1	007
GAR	GAR1	009
GAR	GAR1	010
GAR	GAR1	009H
GAR	GAR1	003
GAR	GAR1	005
GAR	GAR1	106
GAR	GAR1	001
GAR	GAR1	002
GAR	GAR1	105
GAR	GAR3	301
GAR	GAR3	608
GAR	GAR3	602
GAR	GAR3	623
GAR	GAR3	622
GAR	GAR3	625
GAR	GAR3	502
GAR	GAR3	615
GAR	GAR3	613
GAR	GAR3	601
GAR	GAR3	618
GAR	GAR3	614
GAR	GAR3	616
GAR	GAR3	619
GAR	GAR3	503
GAR	GAR3	609
GAR	GAR3	617
GAR	GAR3	620
GAR	GAR3	607
GAR	GAR3	621
GAR	GAR3	624
GAR	GAR3	018
GAR	GAR3	020
GAR	GAR3	023
GAR	GAR3	022
GAR	GAR3	024
GAR	GAR3	026
GAR	GAR3	027
GAR	GAR3	028
GAR	GAR3	031
GAR	GAR3	032
GAR	GAR3	025
GAR	GAR3	029
GAR	GAR3	030
GAR	GAR3	501
GAR	GAR3	603
GAR	GAR3	504
GAR	GAR3	303
GAR	GAR3	606
GAR	GAR3	610
GAR	GAR3	612
GAR	GAR3	604
GAR	GAR3	302
GAR	GAR3	605
GAR	GAR3	611
GAR	GAR3	019
GAR	GAR3	021
GAR	GAR2	203
GAR	GAR2	202
GAR	GAR2	204
GAR	GAR2	201
GAR	GAR2	011
GAR	GAR2	012
GAR	GAR2	015
GAR	GAR2	018
GAR	GAR2	016
GAR	GAR2	017
GAR	GAR2	013
GAR	GAR2	014
GAR	GAR2	205
GAR	GAR2	206
GAR	GAR2	019
GAR	GAR8	102
GAR	GAR8	103
GAR	GAR8	036
GAR	GAR8	040
GAR	GAR8	037
GAR	GAR8	039
GAR	GAR8	041
GAR	GAR8	042
GAR	GAR8	046
GAR	GAR8	044
GAR	GAR8	043
GAR	GAR8	016
GAR	GAR8	017
GAR	GAR8	048
GAR	GAR8	047
GAR	GAR8	801
GAR	GAR8	101
GAR	GAR8	104
GAR	GAR8	045
GLM	GLM8	036
GLM	GLM8	040
GLM	GLM8	037
GLM	GLM8	039
GLM	GLM8	041
GLM	GLM8	016
GLM	GLM8	017
GLM	GLM8	801
GLM	GLM10	092
GLM	GLM10	091
GLM	GLM10	093
GLM	GLM10	094
GLM	GLM9	102
GLM	GLM9	103
GLM	GLM9	041
GLM	GLM9	042
GLM	GLM9	046
GLM	GLM9	044
GLM	GLM9	043
GLM	GLM9	048
GLM	GLM9	047
GLM	GLM9	101
GLM	GLM9	104
GLM	GLM9	045
GLM	GLM1	107
GLM	GLM1	004
GLM	GLM1	008
GLM	GLM1	006
GLM	GLM1	007
GLM	GLM1	009
GLM	GLM1	010
GLM	GLM1	009H
GLM	GLM1	003
GLM	GLM1	005
GLM	GLM1	106
GLM	GLM1	001
GLM	GLM1	002
GLM	GLM1	105
GLM	GLM2	203
GLM	GLM2	202
GLM	GLM2	204
GLM	GLM2	201
GLM	GLM2	011
GLM	GLM2	012
GLM	GLM2	015
GLM	GLM2	018
GLM	GLM2	016
GLM	GLM2	017
GLM	GLM2	013
GLM	GLM2	014
GLM	GLM2	205
GLM	GLM2	206
GLM	GLM2	019
GLM	GLM3	412
GLM	GLM3	301
GLM	GLM3	608
GLM	GLM3	602
GLM	GLM3	623
GLM	GLM3	622
GLM	GLM3	625
GLM	GLM3	502
GLM	GLM3	411
GLM	GLM3	615
GLM	GLM3	613
GLM	GLM3	601
GLM	GLM3	618
GLM	GLM3	410
GLM	GLM3	408
GLM	GLM3	614
GLM	GLM3	616
GLM	GLM3	619
GLM	GLM3	503
GLM	GLM3	409
GLM	GLM3	407
GLM	GLM3	609
GLM	GLM3	617
GLM	GLM3	620
GLM	GLM3	607
GLM	GLM3	621
GLM	GLM3	624
GLM	GLM3	018
GLM	GLM3	020
GLM	GLM3	023
GLM	GLM3	022
GLM	GLM3	024
GLM	GLM3	026
GLM	GLM3	027
GLM	GLM3	028
GLM	GLM3	031
GLM	GLM3	032
GLM	GLM3	025
GLM	GLM3	049
GLM	GLM3	050
GLM	GLM3	051
GLM	GLM3	052
GLM	GLM3	029
GLM	GLM3	030
GLM	GLM3	401
GLM	GLM3	402
GLM	GLM3	403
GLM	GLM3	404
GLM	GLM3	405
GLM	GLM3	406
GLM	GLM3	501
GLM	GLM3	603
GLM	GLM3	504
GLM	GLM3	303
GLM	GLM3	606
GLM	GLM3	610
GLM	GLM3	612
GLM	GLM3	604
GLM	GLM3	302
GLM	GLM3	605
GLM	GLM3	611
GLM	GLM3	019
GLM	GLM3	021
GLM	GLM7B	704
GLM	GLM7B	705
GLM	GLM7B	702
GLM	GLM7B	703
GLM	GLM7B	032
GLM	GLM7B	033
GLM	GLM7B	034
GLM	GLM7B	035
GLM	GLM7B	036
GLM	GLM7B	706
GLM	GLM7A	702
GLM	GLM7A	703
GLM	GLM7A	018
GLM	GLM7A	036
GLM	GLM7A	040
GLM	GLM7A	037
GLM	GLM7A	039
GLM	GLM7A	038
GLM	GLM7A	017
GLM	GLM7A	701
GMU	GMU7	704
GMU	GMU7	705
GMU	GMU7	702
GMU	GMU7	703
GMU	GMU7	018
GMU	GMU7	032
GMU	GMU7	033
GMU	GMU7	034
GMU	GMU7	035
GMU	GMU7	036
GMU	GMU7	040
GMU	GMU7	037
GMU	GMU7	039
GMU	GMU7	038
GMU	GMU7	017
GMU	GMU7	701
GMU	GMU7	706
GMU	GMU10	092
GMU	GMU10	091
GMU	GMU10	093
GMU	GMU10	094
GMU	GMU1	102
GMU	GMU1	103
GMU	GMU1	107
GMU	GMU1	004
GMU	GMU1	008
GMU	GMU1	006
GMU	GMU1	007
GMU	GMU1	009
GMU	GMU1	010
GMU	GMU1	041
GMU	GMU1	042
GMU	GMU1	046
GMU	GMU1	044
GMU	GMU1	043
GMU	GMU1	009H
GMU	GMU1	003
GMU	GMU1	005
GMU	GMU1	106
GMU	GMU1	001
GMU	GMU1	048
GMU	GMU1	047
GMU	GMU1	002
GMU	GMU1	105
GMU	GMU1	101
GMU	GMU1	104
GMU	GMU1	045
GMU	GMU3	412
GMU	GMU3	301
GMU	GMU3	608
GMU	GMU3	602
GMU	GMU3	623
GMU	GMU3	622
GMU	GMU3	625
GMU	GMU3	502
GMU	GMU3	411
GMU	GMU3	615
GMU	GMU3	613
GMU	GMU3	601
GMU	GMU3	618
GMU	GMU3	410
GMU	GMU3	408
GMU	GMU3	614
GMU	GMU3	616
GMU	GMU3	619
GMU	GMU3	503
GMU	GMU3	409
GMU	GMU3	407
GMU	GMU3	609
GMU	GMU3	617
GMU	GMU3	620
GMU	GMU3	607
GMU	GMU3	621
GMU	GMU3	624
GMU	GMU3	018
GMU	GMU3	020
GMU	GMU3	023
GMU	GMU3	022
GMU	GMU3	024
GMU	GMU3	026
GMU	GMU3	027
GMU	GMU3	028
GMU	GMU3	031
GMU	GMU3	032
GMU	GMU3	025
GMU	GMU3	049
GMU	GMU3	050
GMU	GMU3	051
GMU	GMU3	052
GMU	GMU3	029
GMU	GMU3	030
GMU	GMU3	401
GMU	GMU3	402
GMU	GMU3	403
GMU	GMU3	404
GMU	GMU3	405
GMU	GMU3	406
GMU	GMU3	501
GMU	GMU3	603
GMU	GMU3	504
GMU	GMU3	303
GMU	GMU3	606
GMU	GMU3	610
GMU	GMU3	612
GMU	GMU3	604
GMU	GMU3	302
GMU	GMU3	605
GMU	GMU3	611
GMU	GMU3	019
GMU	GMU3	021
GMU	GMU2	203
GMU	GMU2	202
GMU	GMU2	204
GMU	GMU2	201
GMU	GMU2	011
GMU	GMU2	012
GMU	GMU2	015
GMU	GMU2	018
GMU	GMU2	036
GMU	GMU2	040
GMU	GMU2	037
GMU	GMU2	039
GMU	GMU2	041
GMU	GMU2	016
GMU	GMU2	017
GMU	GMU2	013
GMU	GMU2	014
GMU	GMU2	205
GMU	GMU2	801
GMU	GMU2	206
GMU	GMU2	019
GSC	GSC5	502
GSC	GSC5	503
GSC	GSC5	026
GSC	GSC5	027
GSC	GSC5	028
GSC	GSC5	031
GSC	GSC5	032
GSC	GSC5	025
GSC	GSC5	029
GSC	GSC5	030
GSC	GSC5	501
GSC	GSC5	504
GSC	GSC10	092
GSC	GSC10	091
GSC	GSC10	093
GSC	GSC10	094
GSC	GSC1	203
GSC	GSC1	704
GSC	GSC1	102
GSC	GSC1	202
GSC	GSC1	204
GSC	GSC1	705
GSC	GSC1	702
GSC	GSC1	103
GSC	GSC1	107
GSC	GSC1	703
GSC	GSC1	201
GSC	GSC1	004
GSC	GSC1	008
GSC	GSC1	006
GSC	GSC1	007
GSC	GSC1	009
GSC	GSC1	010
GSC	GSC1	011
GSC	GSC1	012
GSC	GSC1	015
GSC	GSC1	018
GSC	GSC1	032
GSC	GSC1	033
GSC	GSC1	034
GSC	GSC1	035
GSC	GSC1	036
GSC	GSC1	040
GSC	GSC1	037
GSC	GSC1	039
GSC	GSC1	038
GSC	GSC1	041
GSC	GSC1	042
GSC	GSC1	046
GSC	GSC1	044
GSC	GSC1	043
GSC	GSC1	009H
GSC	GSC1	016
GSC	GSC1	017
GSC	GSC1	013
GSC	GSC1	014
GSC	GSC1	003
GSC	GSC1	005
GSC	GSC1	106
GSC	GSC1	001
GSC	GSC1	048
GSC	GSC1	047
GSC	GSC1	002
GSC	GSC1	205
GSC	GSC1	801
GSC	GSC1	206
GSC	GSC1	701
GSC	GSC1	105
GSC	GSC1	101
GSC	GSC1	706
GSC	GSC1	104
GSC	GSC1	045
GSC	GSC1	019
GSC	GSC3	412
GSC	GSC3	301
GSC	GSC3	411
GSC	GSC3	410
GSC	GSC3	408
GSC	GSC3	409
GSC	GSC3	407
GSC	GSC3	018
GSC	GSC3	020
GSC	GSC3	023
GSC	GSC3	022
GSC	GSC3	024
GSC	GSC3	026
GSC	GSC3	027
GSC	GSC3	049
GSC	GSC3	050
GSC	GSC3	051
GSC	GSC3	052
GSC	GSC3	401
GSC	GSC3	402
GSC	GSC3	403
GSC	GSC3	404
GSC	GSC3	405
GSC	GSC3	406
GSC	GSC3	303
GSC	GSC3	302
GSC	GSC3	605
GSC	GSC3	019
GSC	GSC3	021
GSC	GSC6B	608
GSC	GSC6B	602
GSC	GSC6B	623
GSC	GSC6B	622
GSC	GSC6B	625
GSC	GSC6B	615
GSC	GSC6B	613
GSC	GSC6B	601
GSC	GSC6B	618
GSC	GSC6B	614
GSC	GSC6B	616
GSC	GSC6B	619
GSC	GSC6B	609
GSC	GSC6B	617
GSC	GSC6B	620
GSC	GSC6B	607
GSC	GSC6B	621
GSC	GSC6B	624
GSC	GSC6B	603
GSC	GSC6B	504
GSC	GSC6B	303
GSC	GSC6B	606
GSC	GSC6B	610
GSC	GSC6B	612
GSC	GSC6B	604
GSC	GSC6B	302
GSC	GSC6B	605
GSC	GSC6B	611
GSC	GSC6A	602
GSC	GSC6A	618
GSH	GSH4	412
GSH	GSH4	411
GSH	GSH4	410
GSH	GSH4	408
GSH	GSH4	409
GSH	GSH4	407
GSH	GSH4	049
GSH	GSH4	050
GSH	GSH4	051
GSH	GSH4	052
GSH	GSH4	401
GSH	GSH4	402
GSH	GSH4	403
GSH	GSH4	404
GSH	GSH4	405
GSH	GSH4	406
GSH	GSH5	502
GSH	GSH5	503
GSH	GSH5	026
GSH	GSH5	027
GSH	GSH5	028
GSH	GSH5	031
GSH	GSH5	032
GSH	GSH5	025
GSH	GSH5	029
GSH	GSH5	030
GSH	GSH5	501
GSH	GSH5	504
GSH	GSH8	036
GSH	GSH8	040
GSH	GSH8	037
GSH	GSH8	039
GSH	GSH8	041
GSH	GSH8	016
GSH	GSH8	017
GSH	GSH8	801
GSH	GSH10	092
GSH	GSH10	091
GSH	GSH10	093
GSH	GSH10	094
GSH	GSH6	608
GSH	GSH6	602
GSH	GSH6	623
GSH	GSH6	622
GSH	GSH6	625
GSH	GSH6	615
GSH	GSH6	613
GSH	GSH6	601
GSH	GSH6	618
GSH	GSH6	614
GSH	GSH6	616
GSH	GSH6	619
GSH	GSH6	609
GSH	GSH6	617
GSH	GSH6	620
GSH	GSH6	607
GSH	GSH6	621
GSH	GSH6	624
GSH	GSH6	603
GSH	GSH6	504
GSH	GSH6	303
GSH	GSH6	606
GSH	GSH6	610
GSH	GSH6	612
GSH	GSH6	604
GSH	GSH6	302
GSH	GSH6	605
GSH	GSH6	611
GSH	GSH7	704
GSH	GSH7	705
GSH	GSH7	702
GSH	GSH7	703
GSH	GSH7	018
GSH	GSH7	032
GSH	GSH7	033
GSH	GSH7	034
GSH	GSH7	035
GSH	GSH7	036
GSH	GSH7	040
GSH	GSH7	037
GSH	GSH7	039
GSH	GSH7	038
GSH	GSH7	017
GSH	GSH7	701
GSH	GSH7	706
GSH	GSH3	301
GSH	GSH3	018
GSH	GSH3	020
GSH	GSH3	023
GSH	GSH3	022
GSH	GSH3	024
GSH	GSH3	026
GSH	GSH3	027
GSH	GSH3	303
GSH	GSH3	302
GSH	GSH3	605
GSH	GSH3	019
GSH	GSH3	021
GSH	GSH9	102
GSH	GSH9	103
GSH	GSH9	041
GSH	GSH9	042
GSH	GSH9	046
GSH	GSH9	044
GSH	GSH9	043
GSH	GSH9	048
GSH	GSH9	047
GSH	GSH9	101
GSH	GSH9	104
GSH	GSH9	045
GSH	GSH1	107
GSH	GSH1	004
GSH	GSH1	008
GSH	GSH1	006
GSH	GSH1	007
GSH	GSH1	009
GSH	GSH1	010
GSH	GSH1	009H
GSH	GSH1	003
GSH	GSH1	005
GSH	GSH1	106
GSH	GSH1	001
GSH	GSH1	002
GSH	GSH1	105
GSH	GSH2	203
GSH	GSH2	202
GSH	GSH2	204
GSH	GSH2	201
GSH	GSH2	011
GSH	GSH2	012
GSH	GSH2	015
GSH	GSH2	018
GSH	GSH2	016
GSH	GSH2	017
GSH	GSH2	013
GSH	GSH2	014
GSH	GSH2	205
GSH	GSH2	206
GSH	GSH2	019
GSP	GSP1	092
GSP	GSP1	203
GSP	GSP1	412
GSP	GSP1	301
GSP	GSP1	091
GSP	GSP1	202
GSP	GSP1	204
GSP	GSP1	411
GSP	GSP1	107
GSP	GSP1	410
GSP	GSP1	408
GSP	GSP1	409
GSP	GSP1	407
GSP	GSP1	093
GSP	GSP1	094
GSP	GSP1	201
GSP	GSP1	004
GSP	GSP1	008
GSP	GSP1	006
GSP	GSP1	007
GSP	GSP1	009
GSP	GSP1	010
GSP	GSP1	011
GSP	GSP1	012
GSP	GSP1	015
GSP	GSP1	018
GSP	GSP1	020
GSP	GSP1	023
GSP	GSP1	022
GSP	GSP1	024
GSP	GSP1	026
GSP	GSP1	027
GSP	GSP1	049
GSP	GSP1	050
GSP	GSP1	051
GSP	GSP1	052
GSP	GSP1	009H
GSP	GSP1	016
GSP	GSP1	017
GSP	GSP1	013
GSP	GSP1	014
GSP	GSP1	003
GSP	GSP1	005
GSP	GSP1	106
GSP	GSP1	001
GSP	GSP1	002
GSP	GSP1	205
GSP	GSP1	401
GSP	GSP1	402
GSP	GSP1	403
GSP	GSP1	404
GSP	GSP1	405
GSP	GSP1	406
GSP	GSP1	206
GSP	GSP1	105
GSP	GSP1	303
GSP	GSP1	302
GSP	GSP1	605
GSP	GSP1	019
GSP	GSP1	021
GSP	GSP5	608
GSP	GSP5	602
GSP	GSP5	623
GSP	GSP5	622
GSP	GSP5	625
GSP	GSP5	502
GSP	GSP5	615
GSP	GSP5	613
GSP	GSP5	601
GSP	GSP5	618
GSP	GSP5	614
GSP	GSP5	616
GSP	GSP5	619
GSP	GSP5	503
GSP	GSP5	609
GSP	GSP5	617
GSP	GSP5	620
GSP	GSP5	607
GSP	GSP5	621
GSP	GSP5	624
GSP	GSP5	026
GSP	GSP5	027
GSP	GSP5	028
GSP	GSP5	031
GSP	GSP5	032
GSP	GSP5	025
GSP	GSP5	029
GSP	GSP5	030
GSP	GSP5	501
GSP	GSP5	603
GSP	GSP5	504
GSP	GSP5	303
GSP	GSP5	606
GSP	GSP5	610
GSP	GSP5	612
GSP	GSP5	604
GSP	GSP5	302
GSP	GSP5	605
GSP	GSP5	611
GSP	GSP7	704
GSP	GSP7	102
GSP	GSP7	705
GSP	GSP7	702
GSP	GSP7	103
GSP	GSP7	703
GSP	GSP7	018
GSP	GSP7	032
GSP	GSP7	033
GSP	GSP7	034
GSP	GSP7	035
GSP	GSP7	036
GSP	GSP7	040
GSP	GSP7	037
GSP	GSP7	039
GSP	GSP7	038
GSP	GSP7	041
GSP	GSP7	042
GSP	GSP7	046
GSP	GSP7	044
GSP	GSP7	043
GSP	GSP7	016
GSP	GSP7	017
GSP	GSP7	048
GSP	GSP7	047
GSP	GSP7	801
GSP	GSP7	701
GSP	GSP7	101
GSP	GSP7	706
GSP	GSP7	104
GSP	GSP7	045
GUR	GUR7	704
GUR	GUR7	705
GUR	GUR7	702
GUR	GUR7	703
GUR	GUR7	018
GUR	GUR7	032
GUR	GUR7	033
GUR	GUR7	034
GUR	GUR7	035
GUR	GUR7	036
GUR	GUR7	040
GUR	GUR7	037
GUR	GUR7	039
GUR	GUR7	038
GUR	GUR7	017
GUR	GUR7	701
GUR	GUR7	706
GUR	GUR10	092
GUR	GUR10	091
GUR	GUR10	093
GUR	GUR10	094
GUR	GUR8	036
GUR	GUR8	040
GUR	GUR8	037
GUR	GUR8	039
GUR	GUR8	041
GUR	GUR8	016
GUR	GUR8	017
GUR	GUR8	801
GUR	GUR3	412
GUR	GUR3	301
GUR	GUR3	608
GUR	GUR3	602
GUR	GUR3	623
GUR	GUR3	622
GUR	GUR3	625
GUR	GUR3	502
GUR	GUR3	411
GUR	GUR3	615
GUR	GUR3	613
GUR	GUR3	601
GUR	GUR3	618
GUR	GUR3	410
GUR	GUR3	408
GUR	GUR3	614
GUR	GUR3	616
GUR	GUR3	619
GUR	GUR3	503
GUR	GUR3	409
GUR	GUR3	407
GUR	GUR3	609
GUR	GUR3	617
GUR	GUR3	620
GUR	GUR3	607
GUR	GUR3	621
GUR	GUR3	624
GUR	GUR3	018
GUR	GUR3	020
GUR	GUR3	023
GUR	GUR3	022
GUR	GUR3	024
GUR	GUR3	026
GUR	GUR3	027
GUR	GUR3	028
GUR	GUR3	031
GUR	GUR3	032
GUR	GUR3	025
GUR	GUR3	049
GUR	GUR3	050
GUR	GUR3	051
GUR	GUR3	052
GUR	GUR3	029
GUR	GUR3	030
GUR	GUR3	401
GUR	GUR3	402
GUR	GUR3	403
GUR	GUR3	404
GUR	GUR3	405
GUR	GUR3	406
GUR	GUR3	501
GUR	GUR3	603
GUR	GUR3	504
GUR	GUR3	303
GUR	GUR3	606
GUR	GUR3	610
GUR	GUR3	612
GUR	GUR3	604
GUR	GUR3	302
GUR	GUR3	605
GUR	GUR3	611
GUR	GUR3	019
GUR	GUR3	021
GUR	GUR2	203
GUR	GUR2	202
GUR	GUR2	204
GUR	GUR2	201
GUR	GUR2	011
GUR	GUR2	012
GUR	GUR2	015
GUR	GUR2	018
GUR	GUR2	016
GUR	GUR2	017
GUR	GUR2	013
GUR	GUR2	014
GUR	GUR2	205
GUR	GUR2	206
GUR	GUR2	019
GUR	GUR1	102
GUR	GUR1	103
GUR	GUR1	107
GUR	GUR1	004
GUR	GUR1	008
GUR	GUR1	006
GUR	GUR1	007
GUR	GUR1	009
GUR	GUR1	010
GUR	GUR1	041
GUR	GUR1	042
GUR	GUR1	046
GUR	GUR1	044
GUR	GUR1	043
GUR	GUR1	009H
GUR	GUR1	003
GUR	GUR1	005
GUR	GUR1	106
GUR	GUR1	001
GUR	GUR1	048
GUR	GUR1	047
GUR	GUR1	002
GUR	GUR1	105
GUR	GUR1	101
GUR	GUR1	104
GUR	GUR1	045
HAK	HAK4	412
HAK	HAK4	411
HAK	HAK4	410
HAK	HAK4	408
HAK	HAK4	409
HAK	HAK4	407
HAK	HAK4	049
HAK	HAK4	050
HAK	HAK4	051
HAK	HAK4	052
HAK	HAK4	401
HAK	HAK4	402
HAK	HAK4	403
HAK	HAK4	404
HAK	HAK4	405
HAK	HAK4	406
HAK	HAK7	704
HAK	HAK7	705
HAK	HAK7	702
HAK	HAK7	703
HAK	HAK7	018
HAK	HAK7	032
HAK	HAK7	033
HAK	HAK7	034
HAK	HAK7	035
HAK	HAK7	036
HAK	HAK7	040
HAK	HAK7	037
HAK	HAK7	039
HAK	HAK7	038
HAK	HAK7	017
HAK	HAK7	701
HAK	HAK7	706
HAK	HAK10	092
HAK	HAK10	091
HAK	HAK10	093
HAK	HAK10	094
HAK	HAK1	203
HAK	HAK1	301
HAK	HAK1	608
HAK	HAK1	602
HAK	HAK1	623
HAK	HAK1	622
HAK	HAK1	625
HAK	HAK1	502
HAK	HAK1	102
HAK	HAK1	202
HAK	HAK1	204
HAK	HAK1	615
HAK	HAK1	613
HAK	HAK1	601
HAK	HAK1	618
HAK	HAK1	103
HAK	HAK1	107
HAK	HAK1	614
HAK	HAK1	616
HAK	HAK1	619
HAK	HAK1	503
HAK	HAK1	609
HAK	HAK1	617
HAK	HAK1	620
HAK	HAK1	607
HAK	HAK1	621
HAK	HAK1	624
HAK	HAK1	201
HAK	HAK1	004
HAK	HAK1	008
HAK	HAK1	006
HAK	HAK1	007
HAK	HAK1	009
HAK	HAK1	010
HAK	HAK1	011
HAK	HAK1	012
HAK	HAK1	015
HAK	HAK1	018
HAK	HAK1	020
HAK	HAK1	023
HAK	HAK1	022
HAK	HAK1	024
HAK	HAK1	026
HAK	HAK1	027
HAK	HAK1	028
HAK	HAK1	031
HAK	HAK1	032
HAK	HAK1	025
HAK	HAK1	036
HAK	HAK1	040
HAK	HAK1	037
HAK	HAK1	039
HAK	HAK1	041
HAK	HAK1	042
HAK	HAK1	046
HAK	HAK1	044
HAK	HAK1	043
HAK	HAK1	009H
HAK	HAK1	016
HAK	HAK1	017
HAK	HAK1	029
HAK	HAK1	030
HAK	HAK1	013
HAK	HAK1	014
HAK	HAK1	003
HAK	HAK1	005
HAK	HAK1	106
HAK	HAK1	001
HAK	HAK1	048
HAK	HAK1	047
HAK	HAK1	002
HAK	HAK1	205
HAK	HAK1	801
HAK	HAK1	206
HAK	HAK1	105
HAK	HAK1	101
HAK	HAK1	501
HAK	HAK1	104
HAK	HAK1	603
HAK	HAK1	504
HAK	HAK1	303
HAK	HAK1	606
HAK	HAK1	610
HAK	HAK1	612
HAK	HAK1	604
HAK	HAK1	302
HAK	HAK1	605
HAK	HAK1	611
HAK	HAK1	045
HAK	HAK1	019
HAK	HAK1	021
HOK	HOK10	092
HOK	HOK10	091
HOK	HOK10	093
HOK	HOK10	094
HOK	HOK1	203
HOK	HOK1	412
HOK	HOK1	301
HOK	HOK1	608
HOK	HOK1	602
HOK	HOK1	623
HOK	HOK1	622
HOK	HOK1	625
HOK	HOK1	502
HOK	HOK1	704
HOK	HOK1	102
HOK	HOK1	202
HOK	HOK1	204
HOK	HOK1	411
HOK	HOK1	615
HOK	HOK1	613
HOK	HOK1	601
HOK	HOK1	618
HOK	HOK1	705
HOK	HOK1	702
HOK	HOK1	103
HOK	HOK1	107
HOK	HOK1	410
HOK	HOK1	408
HOK	HOK1	614
HOK	HOK1	616
HOK	HOK1	619
HOK	HOK1	503
HOK	HOK1	703
HOK	HOK1	409
HOK	HOK1	407
HOK	HOK1	609
HOK	HOK1	617
HOK	HOK1	620
HOK	HOK1	607
HOK	HOK1	621
HOK	HOK1	624
HOK	HOK1	201
HOK	HOK1	004
HOK	HOK1	008
HOK	HOK1	006
HOK	HOK1	007
HOK	HOK1	009
HOK	HOK1	010
HOK	HOK1	011
HOK	HOK1	012
HOK	HOK1	015
HOK	HOK1	018
HOK	HOK1	020
HOK	HOK1	023
HOK	HOK1	022
HOK	HOK1	024
HOK	HOK1	026
HOK	HOK1	027
HOK	HOK1	028
HOK	HOK1	031
HOK	HOK1	032
HOK	HOK1	025
HOK	HOK1	033
HOK	HOK1	034
HOK	HOK1	035
HOK	HOK1	036
HOK	HOK1	040
HOK	HOK1	037
HOK	HOK1	039
HOK	HOK1	038
HOK	HOK1	041
HOK	HOK1	042
HOK	HOK1	046
HOK	HOK1	044
HOK	HOK1	043
