species	qma	stat	zone
GMU	GMU3	401	401
GMU	GMU3	402	401
GMU	GMU3	403	403
GMU	GMU3	404	403
GMU	GMU3	405	049
GMU	GMU3	406	050
GMU	GMU3	501	031
GMU	GMU3	603	601
GMU	GMU3	504	027
GMU	GMU3	303	026
GMU	GMU3	606	601
GMU	GMU3	610	601
GMU	GMU3	612	601
GMU	GMU3	604	601
GMU	GMU3	302	026
GMU	GMU3	605	601
GMU	GMU3	611	601
GMU	GMU3	019	018
GMU	GMU3	021	020
GMU	GMU2	203	013
GMU	GMU2	202	012
GMU	GMU2	204	014
GMU	GMU2	201	011
GMU	GMU2	011	011
GMU	GMU2	012	012
GMU	GMU2	015	015
GMU	GMU2	018	015
GMU	GMU2	036	040
GMU	GMU2	040	040
GMU	GMU2	037	037
GMU	GMU2	039	039
GMU	GMU2	041	041
GMU	GMU2	016	015
GMU	GMU2	017	015
GMU	GMU2	013	013
GMU	GMU2	014	014
GMU	GMU2	205	015
GMU	GMU2	801	041
GMU	GMU2	206	015
GMU	GMU2	019	015
GSC	GSC5	502	030
GSC	GSC5	503	029
GSC	GSC5	026	025
GSC	GSC5	027	027
GSC	GSC5	028	029
GSC	GSC5	031	031
GSC	GSC5	032	032
GSC	GSC5	025	025
GSC	GSC5	029	029
GSC	GSC5	030	030
GSC	GSC5	501	031
GSC	GSC5	504	027
GSC	GSC10	092	091
GSC	GSC10	091	091
GSC	GSC10	093	091
GSC	GSC10	094	091
GSC	GSC1	203	013
GSC	GSC1	704	035
GSC	GSC1	102	046
GSC	GSC1	202	012
GSC	GSC1	204	014
GSC	GSC1	705	034
GSC	GSC1	702	036
GSC	GSC1	103	047
GSC	GSC1	107	008
GSC	GSC1	703	036
GSC	GSC1	201	011
GSC	GSC1	004	004
GSC	GSC1	008	008
GSC	GSC1	006	005
GSC	GSC1	007	005
GSC	GSC1	009	009
GSC	GSC1	010	010
GSC	GSC1	011	011
GSC	GSC1	012	012
GSC	GSC1	015	015
GSC	GSC1	018	018
GSC	GSC1	032	032
GSC	GSC1	033	033
GSC	GSC1	034	034
GSC	GSC1	035	035
GSC	GSC1	036	036
GSC	GSC1	040	040
GSC	GSC1	037	037
GSC	GSC1	039	039
GSC	GSC1	038	038
GSC	GSC1	041	041
GSC	GSC1	042	042
GSC	GSC1	046	046
GSC	GSC1	044	045
GSC	GSC1	043	042
GSC	GSC1	009H	009
GSC	GSC1	016	015
GSC	GSC1	017	015
GSC	GSC1	013	013
GSC	GSC1	014	014
GSC	GSC1	003	003
GSC	GSC1	005	005
GSC	GSC1	106	002
GSC	GSC1	001	001
GSC	GSC1	048	048
GSC	GSC1	047	047
GSC	GSC1	002	002
GSC	GSC1	205	015
GSC	GSC1	801	041
GSC	GSC1	206	015
GSC	GSC1	701	036
GSC	GSC1	105	001
GSC	GSC1	101	042
GSC	GSC1	706	033
GSC	GSC1	104	048
GSC	GSC1	045	045
GSC	GSC1	019	018
GSC	GSC3	412	051
GSC	GSC3	301	024
GSC	GSC3	411	052
GSC	GSC3	410	403
GSC	GSC3	408	401
GSC	GSC3	409	403
GSC	GSC3	407	401
GSC	GSC3	018	018
GSC	GSC3	020	020
GSC	GSC3	023	022
GSC	GSC3	022	022
GSC	GSC3	024	024
GSC	GSC3	026	026
GSC	GSC3	027	026
GSC	GSC3	049	049
GSC	GSC3	050	050
GSC	GSC3	051	051
GSC	GSC3	052	052
GSC	GSC3	401	401
GSC	GSC3	402	401
GSC	GSC3	403	403
GSC	GSC3	404	403
GSC	GSC3	405	049
GSC	GSC3	406	050
GSC	GSC3	303	026
GSC	GSC3	302	026
GSC	GSC3	019	018
GSC	GSC3	021	020
GSC	GSC6B	608	601
GSC	GSC6B	602	601
GSC	GSC6B	623	601
GSC	GSC6B	622	601
GSC	GSC6B	625	601
GSC	GSC6B	615	601
GSC	GSC6B	613	601
GSC	GSC6B	601	601
GSC	GSC6B	618	601
GSC	GSC6B	614	601
GSC	GSC6B	616	601
GSC	GSC6B	619	601
GSC	GSC6B	609	601
GSC	GSC6B	617	601
GSC	GSC6B	620	601
GSC	GSC6B	607	601
GSC	GSC6B	621	601
GSC	GSC6B	624	601
GSC	GSC6B	603	601
GSC	GSC6B	606	601
GSC	GSC6B	610	601
GSC	GSC6B	612	601
GSC	GSC6B	604	601
GSC	GSC6B	605	601
GSC	GSC6B	611	601
GSH	GSH4	412	051
GSH	GSH4	411	052
GSH	GSH4	410	403
GSH	GSH4	408	401
GSH	GSH4	409	403
GSH	GSH4	407	401
GSH	GSH4	049	049
GSH	GSH4	050	050
GSH	GSH4	051	051
GSH	GSH4	052	052
GSH	GSH4	401	401
GSH	GSH4	402	401
GSH	GSH4	403	403
GSH	GSH4	404	403
GSH	GSH4	405	049
GSH	GSH4	406	050
GSH	GSH5	502	030
GSH	GSH5	503	029
GSH	GSH5	026	025
GSH	GSH5	027	027
GSH	GSH5	028	029
GSH	GSH5	031	031
GSH	GSH5	032	032
GSH	GSH5	025	025
GSH	GSH5	029	029
GSH	GSH5	030	030
GSH	GSH5	501	031
GSH	GSH5	504	027
GSH	GSH8	036	040
GSH	GSH8	040	040
GSH	GSH8	037	039
GSH	GSH8	039	039
GSH	GSH8	041	041
GSH	GSH8	016	039
GSH	GSH8	017	039
GSH	GSH8	801	041
GSH	GSH10	092	091
GSH	GSH10	091	091
GSH	GSH10	093	091
GSH	GSH10	094	091
GSH	GSH6	608	601
GSH	GSH6	602	601
GSH	GSH6	623	601
GSH	GSH6	622	601
GSH	GSH6	625	601
GSH	GSH6	615	601
GSH	GSH6	613	601
GSH	GSH6	601	601
GSH	GSH6	618	601
GSH	GSH6	614	601
GSH	GSH6	616	601
GSH	GSH6	619	601
GSH	GSH6	609	601
GSH	GSH6	617	601
GSH	GSH6	620	601
GSH	GSH6	607	601
GSH	GSH6	621	601
GSH	GSH6	624	601
GSH	GSH6	603	601
GSH	GSH6	606	601
GSH	GSH6	610	601
GSH	GSH6	612	601
GSH	GSH6	604	601
GSH	GSH6	605	601
GSH	GSH6	611	601
GSH	GSH7	704	035
GSH	GSH7	705	034
GSH	GSH7	702	036
GSH	GSH7	703	036
GSH	GSH7	018	038
GSH	GSH7	032	033
GSH	GSH7	033	033
GSH	GSH7	034	034
GSH	GSH7	035	035
GSH	GSH7	036	036
GSH	GSH7	040	037
GSH	GSH7	037	037
GSH	GSH7	039	038
GSH	GSH7	038	038
GSH	GSH7	017	038
GSH	GSH7	701	036
GSH	GSH7	706	033
GSH	GSH3	301	024
GSH	GSH3	018	018
GSH	GSH3	020	020
GSH	GSH3	023	022
GSH	GSH3	022	022
GSH	GSH3	024	024
GSH	GSH3	026	026
GSH	GSH3	027	026
GSH	GSH3	303	026
GSH	GSH3	302	026
GSH	GSH3	019	018
GSH	GSH3	021	020
GSH	GSH9	102	046
GSH	GSH9	103	047
GSH	GSH9	041	042
GSH	GSH9	042	042
GSH	GSH9	046	046
GSH	GSH9	044	045
GSH	GSH9	043	042
GSH	GSH9	048	048
GSH	GSH9	047	047
GSH	GSH9	101	042
GSH	GSH9	104	048
GSH	GSH9	045	045
GSH	GSH1	107	008
GSH	GSH1	004	004
GSH	GSH1	008	008
GSH	GSH1	006	005
GSH	GSH1	007	005
GSH	GSH1	009	009
GSH	GSH1	010	010
GSH	GSH1	009H	009
GSH	GSH1	003	003
GSH	GSH1	005	005
GSH	GSH1	106	002
GSH	GSH1	001	001
GSH	GSH1	002	002
GSH	GSH1	105	001
GSH	GSH2	203	013
GSH	GSH2	202	012
GSH	GSH2	204	014
GSH	GSH2	201	011
GSH	GSH2	011	011
GSH	GSH2	012	012
GSH	GSH2	015	015
GSH	GSH2	018	015
GSH	GSH2	016	015
GSH	GSH2	017	015
GSH	GSH2	013	013
GSH	GSH2	014	014
GSH	GSH2	205	015
GSH	GSH2	206	015
GSH	GSH2	019	015
GSP	GSP1	092	091
GSP	GSP1	203	013
GSP	GSP1	412	051
GSP	GSP1	301	024
GSP	GSP1	091	091
GSP	GSP1	202	012
GSP	GSP1	204	014
GSP	GSP1	411	052
GSP	GSP1	107	008
GSP	GSP1	410	403
GSP	GSP1	408	401
GSP	GSP1	409	403
GSP	GSP1	407	401
GSP	GSP1	093	091
GSP	GSP1	094	091
GSP	GSP1	201	011
GSP	GSP1	004	004
GSP	GSP1	008	008
GSP	GSP1	006	005
GSP	GSP1	007	005
GSP	GSP1	009	009
GSP	GSP1	010	010
GSP	GSP1	011	011
GSP	GSP1	012	012
GSP	GSP1	015	015
GSP	GSP1	018	018
GSP	GSP1	020	020
GSP	GSP1	023	022
GSP	GSP1	022	022
GSP	GSP1	024	024
GSP	GSP1	026	026
GSP	GSP1	027	026
GSP	GSP1	049	049
GSP	GSP1	050	050
GSP	GSP1	051	051
GSP	GSP1	052	052
GSP	GSP1	009H	009
GSP	GSP1	016	015
GSP	GSP1	017	015
GSP	GSP1	013	013
GSP	GSP1	014	014
GSP	GSP1	003	003
GSP	GSP1	005	005
GSP	GSP1	106	002
GSP	GSP1	001	001
GSP	GSP1	002	002
GSP	GSP1	205	015
GSP	GSP1	401	401
GSP	GSP1	402	401
GSP	GSP1	403	403
GSP	GSP1	404	403
GSP	GSP1	405	049
GSP	GSP1	406	050
GSP	GSP1	206	015
GSP	GSP1	105	001
GSP	GSP1	303	026
GSP	GSP1	302	026
GSP	GSP1	019	018
GSP	GSP1	021	020
GSP	GSP5	608	601
GSP	GSP5	602	601
GSP	GSP5	623	601
GSP	GSP5	622	601
GSP	GSP5	625	601
GSP	GSP5	502	030
GSP	GSP5	615	601
GSP	GSP5	613	601
GSP	GSP5	601	601
GSP	GSP5	618	601
GSP	GSP5	614	601
GSP	GSP5	616	601
GSP	GSP5	619	601
GSP	GSP5	503	029
GSP	GSP5	609	601
GSP	GSP5	617	601
GSP	GSP5	620	601
GSP	GSP5	607	601
GSP	GSP5	621	601
GSP	GSP5	624	601
GSP	GSP5	026	025
GSP	GSP5	027	027
GSP	GSP5	028	029
GSP	GSP5	031	031
GSP	GSP5	032	032
GSP	GSP5	025	025
GSP	GSP5	029	029
GSP	GSP5	030	030
GSP	GSP5	501	031
GSP	GSP5	603	601
GSP	GSP5	504	027
GSP	GSP5	303	026
GSP	GSP5	606	601
GSP	GSP5	610	601
GSP	GSP5	612	601
GSP	GSP5	604	601
GSP	GSP5	302	026
GSP	GSP5	605	601
GSP	GSP5	611	601
GSP	GSP7	704	035
GSP	GSP7	102	046
GSP	GSP7	705	034
GSP	GSP7	702	036
GSP	GSP7	103	047
GSP	GSP7	703	036
GSP	GSP7	018	038
GSP	GSP7	032	033
GSP	GSP7	033	033
GSP	GSP7	034	034
GSP	GSP7	035	035
GSP	GSP7	036	036
GSP	GSP7	040	037
GSP	GSP7	037	037
GSP	GSP7	039	038
GSP	GSP7	038	038
GSP	GSP7	041	041
GSP	GSP7	042	042
GSP	GSP7	046	046
GSP	GSP7	044	045
GSP	GSP7	043	042
GSP	GSP7	016	039
GSP	GSP7	017	038
GSP	GSP7	048	048
GSP	GSP7	047	047
GSP	GSP7	801	041
GSP	GSP7	701	036
GSP	GSP7	101	042
GSP	GSP7	706	033
GSP	GSP7	104	048
GSP	GSP7	045	045
GUR	GUR7	704	035
GUR	GUR7	705	034
GUR	GUR7	702	036
GUR	GUR7	703	036
GUR	GUR7	018	038
GUR	GUR7	032	033
GUR	GUR7	033	033
GUR	GUR7	034	034
GUR	GUR7	035	035
GUR	GUR7	036	036
GUR	GUR7	040	037
GUR	GUR7	037	037
GUR	GUR7	039	038
GUR	GUR7	038	038
GUR	GUR7	017	038
GUR	GUR7	701	036
GUR	GUR7	706	033
GUR	GUR10	092	091
GUR	GUR10	091	091
GUR	GUR10	093	091
GUR	GUR10	094	091
GUR	GUR8	036	040
GUR	GUR8	040	040
GUR	GUR8	037	039
GUR	GUR8	039	039
GUR	GUR8	041	041
GUR	GUR8	016	039
GUR	GUR8	017	039
GUR	GUR8	801	041
GUR	GUR3	412	051
GUR	GUR3	301	024
GUR	GUR3	608	601
GUR	GUR3	602	601
GUR	GUR3	623	601
GUR	GUR3	622	601
GUR	GUR3	625	601
GUR	GUR3	502	030
GUR	GUR3	411	052
GUR	GUR3	615	601
GUR	GUR3	613	601
GUR	GUR3	601	601
GUR	GUR3	618	601
GUR	GUR3	410	403
GUR	GUR3	408	401
GUR	GUR3	614	601
GUR	GUR3	616	601
GUR	GUR3	619	601
GUR	GUR3	503	029
GUR	GUR3	409	403
GUR	GUR3	407	401
GUR	GUR3	609	601
GUR	GUR3	617	601
GUR	GUR3	620	601
GUR	GUR3	607	601
GUR	GUR3	621	601
GUR	GUR3	624	601
GUR	GUR3	018	018
GUR	GUR3	020	020
GUR	GUR3	023	022
GUR	GUR3	022	022
GUR	GUR3	024	024
GUR	GUR3	026	026
GUR	GUR3	027	026
GUR	GUR3	028	029
GUR	GUR3	031	031
GUR	GUR3	032	032
GUR	GUR3	025	025
GUR	GUR3	049	049
GUR	GUR3	050	050
GUR	GUR3	051	051
GUR	GUR3	052	052
GUR	GUR3	029	029
GUR	GUR3	030	030
GUR	GUR3	401	401
GUR	GUR3	402	401
GUR	GUR3	403	403
GUR	GUR3	404	403
GUR	GUR3	405	049
GUR	GUR3	406	050
GUR	GUR3	501	031
GUR	GUR3	603	601
GUR	GUR3	504	027
GUR	GUR3	303	026
GUR	GUR3	606	601
GUR	GUR3	610	601
GUR	GUR3	612	601
GUR	GUR3	604	601
GUR	GUR3	302	026
GUR	GUR3	605	601
GUR	GUR3	611	601
GUR	GUR3	019	018
GUR	GUR3	021	020
GUR	GUR2	203	013
GUR	GUR2	202	012
GUR	GUR2	204	014
GUR	GUR2	201	011
GUR	GUR2	011	011
GUR	GUR2	012	012
GUR	GUR2	015	015
GUR	GUR2	018	015
GUR	GUR2	016	015
GUR	GUR2	017	015
GUR	GUR2	013	013
GUR	GUR2	014	014
GUR	GUR2	205	015
GUR	GUR2	206	015
GUR	GUR2	019	015
GUR	GUR1	102	046
GUR	GUR1	103	047
GUR	GUR1	107	008
GUR	GUR1	004	004
GUR	GUR1	008	008
GUR	GUR1	006	005
GUR	GUR1	007	005
GUR	GUR1	009	009
GUR	GUR1	010	010
GUR	GUR1	041	042
GUR	GUR1	042	042
GUR	GUR1	046	046
GUR	GUR1	044	045
GUR	GUR1	043	042
GUR	GUR1	009H	009
GUR	GUR1	003	003
GUR	GUR1	005	005
GUR	GUR1	106	002
GUR	GUR1	001	001
GUR	GUR1	048	048
GUR	GUR1	047	047
GUR	GUR1	002	002
GUR	GUR1	105	001
GUR	GUR1	101	042
GUR	GUR1	104	048
GUR	GUR1	045	045
HAK	HAK4	412	051
HAK	HAK4	411	052
HAK	HAK4	410	403
HAK	HAK4	408	401
HAK	HAK4	409	403
HAK	HAK4	407	401
HAK	HAK4	049	049
HAK	HAK4	050	050
HAK	HAK4	051	051
HAK	HAK4	052	052
HAK	HAK4	401	401
HAK	HAK4	402	401
HAK	HAK4	403	403
HAK	HAK4	404	403
HAK	HAK4	405	049
HAK	HAK4	406	050
HAK	HAK7	704	035
HAK	HAK7	705	034
HAK	HAK7	702	036
HAK	HAK7	703	036
HAK	HAK7	018	038
HAK	HAK7	032	033
HAK	HAK7	033	033
HAK	HAK7	034	034
HAK	HAK7	035	035
HAK	HAK7	036	036
HAK	HAK7	040	037
HAK	HAK7	037	037
HAK	HAK7	039	038
HAK	HAK7	038	038
HAK	HAK7	017	038
HAK	HAK7	701	036
HAK	HAK7	706	033
HAK	HAK10	092	091
HAK	HAK10	091	091
HAK	HAK10	093	091
HAK	HAK10	094	091
HAK	HAK1	203	013
HAK	HAK1	301	024
HAK	HAK1	608	601
HAK	HAK1	602	601
HAK	HAK1	623	601
HAK	HAK1	622	601
HAK	HAK1	625	601
HAK	HAK1	502	030
HAK	HAK1	102	046
HAK	HAK1	202	012
HAK	HAK1	204	014
HAK	HAK1	615	601
HAK	HAK1	613	601
HAK	HAK1	601	601
HAK	HAK1	618	601
HAK	HAK1	103	047
HAK	HAK1	107	008
HAK	HAK1	614	601
HAK	HAK1	616	601
HAK	HAK1	619	601
HAK	HAK1	503	029
HAK	HAK1	609	601
HAK	HAK1	617	601
HAK	HAK1	620	601
HAK	HAK1	607	601
HAK	HAK1	621	601
HAK	HAK1	624	601
HAK	HAK1	201	011
HAK	HAK1	004	004
HAK	HAK1	008	008
HAK	HAK1	006	005
HAK	HAK1	007	005
HAK	HAK1	009	009
HAK	HAK1	010	010
HAK	HAK1	011	011
HAK	HAK1	012	012
HAK	HAK1	015	015
HAK	HAK1	018	018
HAK	HAK1	020	020
HAK	HAK1	023	022
HAK	HAK1	022	022
HAK	HAK1	024	024
HAK	HAK1	026	026
HAK	HAK1	027	027
HAK	HAK1	028	029
HAK	HAK1	031	031
HAK	HAK1	032	032
HAK	HAK1	025	025
HAK	HAK1	036	040
HAK	HAK1	040	040
HAK	HAK1	037	037
HAK	HAK1	039	039
HAK	HAK1	041	041
HAK	HAK1	042	042
HAK	HAK1	046	046
HAK	HAK1	044	045
HAK	HAK1	043	042
HAK	HAK1	009H	009
HAK	HAK1	016	015
HAK	HAK1	017	015
HAK	HAK1	029	029
HAK	HAK1	030	030
HAK	HAK1	013	013
HAK	HAK1	014	014
HAK	HAK1	003	003
HAK	HAK1	005	005
HAK	HAK1	106	002
HAK	HAK1	001	001
HAK	HAK1	048	048
HAK	HAK1	047	047
HAK	HAK1	002	002
HAK	HAK1	205	015
HAK	HAK1	801	041
HAK	HAK1	206	015
HAK	HAK1	105	001
HAK	HAK1	101	042
HAK	HAK1	501	031
HAK	HAK1	104	048
HAK	HAK1	603	601
HAK	HAK1	504	027
HAK	HAK1	303	026
HAK	HAK1	606	601
HAK	HAK1	610	601
HAK	HAK1	612	601
HAK	HAK1	604	601
HAK	HAK1	302	026
HAK	HAK1	605	601
HAK	HAK1	611	601
HAK	HAK1	045	045
HAK	HAK1	019	018
HAK	HAK1	021	020
HOK	HOK10	092	091
HOK	HOK10	091	091
HOK	HOK10	093	091
HOK	HOK10	094	091
HOK	HOK1	203	013
HOK	HOK1	412	051
HOK	HOK1	301	024
HOK	HOK1	608	601
HOK	HOK1	602	601
HOK	HOK1	623	601
HOK	HOK1	622	601
HOK	HOK1	625	601
HOK	HOK1	502	030
HOK	HOK1	704	035
HOK	HOK1	102	046
HOK	HOK1	202	012
HOK	HOK1	204	014
HOK	HOK1	411	052
HOK	HOK1	615	601
HOK	HOK1	613	601
HOK	HOK1	601	601
HOK	HOK1	618	601
HOK	HOK1	705	034
HOK	HOK1	702	036
HOK	HOK1	103	047
HOK	HOK1	107	008
HOK	HOK1	410	403
HOK	HOK1	408	401
HOK	HOK1	614	601
HOK	HOK1	616	601
HOK	HOK1	619	601
HOK	HOK1	503	029
HOK	HOK1	703	036
HOK	HOK1	409	403
HOK	HOK1	407	401
HOK	HOK1	609	601
HOK	HOK1	617	601
HOK	HOK1	620	601
HOK	HOK1	607	601
HOK	HOK1	621	601
HOK	HOK1	624	601
HOK	HOK1	201	011
HOK	HOK1	004	004
HOK	HOK1	008	008
HOK	HOK1	006	005
HOK	HOK1	007	005
HOK	HOK1	009	009
HOK	HOK1	010	010
HOK	HOK1	011	011
HOK	HOK1	012	012
HOK	HOK1	015	015
HOK	HOK1	018	018
HOK	HOK1	020	020
HOK	HOK1	023	022
HOK	HOK1	022	022
HOK	HOK1	024	024
HOK	HOK1	026	026
HOK	HOK1	027	027
HOK	HOK1	028	029
HOK	HOK1	031	031
HOK	HOK1	032	032
HOK	HOK1	025	025
HOK	HOK1	033	033
HOK	HOK1	034	034
HOK	HOK1	035	035
HOK	HOK1	036	036
HOK	HOK1	040	040
HOK	HOK1	037	037
HOK	HOK1	039	039
HOK	HOK1	038	038
HOK	HOK1	041	041
HOK	HOK1	042	042
HOK	HOK1	046	046
HOK	HOK1	044	045
HOK	HOK1	043	042
HOK	HOK1	049	049
HOK	HOK1	050	050
HOK	HOK1	051	051
HOK	HOK1	052	052
HOK	HOK1	009H	009
HOK	HOK1	016	015
HOK	HOK1	017	015
HOK	HOK1	029	029
HOK	HOK1	030	030
HOK	HOK1	013	013
HOK	HOK1	014	014
HOK	HOK1	003	003
HOK	HOK1	005	005
HOK	HOK1	106	002
HOK	HOK1	001	001
HOK	HOK1	048	048
HOK	HOK1	047	047
HOK	HOK1	002	002
HOK	HOK1	205	015
HOK	HOK1	401	401
HOK	HOK1	402	401
HOK	HOK1	403	403
HOK	HOK1	404	403
HOK	HOK1	801	041
HOK	HOK1	405	049
HOK	HOK1	406	050
HOK	HOK1	206	015
HOK	HOK1	701	036
HOK	HOK1	105	001
HOK	HOK1	101	042
HOK	HOK1	706	033
HOK	HOK1	501	031
HOK	HOK1	104	048
HOK	HOK1	603	601
HOK	HOK1	504	027
HOK	HOK1	303	026
HOK	HOK1	606	601
HOK	HOK1	610	601
HOK	HOK1	612	601
HOK	HOK1	604	601
HOK	HOK1	302	026
HOK	HOK1	605	601
HOK	HOK1	611	601
HOK	HOK1	045	045
HOK	HOK1	019	018
HOK	HOK1	021	020
HOR	HOR4	412	051
HOR	HOR4	411	052
HOR	HOR4	410	403
HOR	HOR4	408	401
HOR	HOR4	409	403
HOR	HOR4	407	401
HOR	HOR4	049	049
HOR	HOR4	050	050
HOR	HOR4	051	051
HOR	HOR4	052	052
HOR	HOR4	401	401
HOR	HOR4	402	401
HOR	HOR4	403	403
HOR	HOR4	404	403
HOR	HOR4	405	049
HOR	HOR4	406	050
HOR	HOR5	502	030
HOR	HOR5	503	029
HOR	HOR5	026	025
HOR	HOR5	027	027
HOR	HOR5	028	029
HOR	HOR5	031	031
HOR	HOR5	032	032
HOR	HOR5	025	025
HOR	HOR5	029	029
HOR	HOR5	030	030
HOR	HOR5	501	031
HOR	HOR5	504	027
HOR	HOR8	036	040
HOR	HOR8	040	040
HOR	HOR8	037	039
HOR	HOR8	039	039
HOR	HOR8	041	041
HOR	HOR8	016	039
HOR	HOR8	017	039
HOR	HOR8	801	041
HOR	HOR10	092	091
HOR	HOR10	091	091
HOR	HOR10	093	091
HOR	HOR10	094	091
HOR	HOR6	608	601
HOR	HOR6	602	601
HOR	HOR6	623	601
HOR	HOR6	622	601
HOR	HOR6	625	601
HOR	HOR6	615	601
HOR	HOR6	613	601
HOR	HOR6	601	601
HOR	HOR6	618	601
HOR	HOR6	614	601
HOR	HOR6	616	601
HOR	HOR6	619	601
HOR	HOR6	609	601
HOR	HOR6	617	601
HOR	HOR6	620	601
HOR	HOR6	607	601
HOR	HOR6	621	601
HOR	HOR6	624	601
HOR	HOR6	603	601
HOR	HOR6	606	601
HOR	HOR6	610	601
HOR	HOR6	612	601
HOR	HOR6	604	601
HOR	HOR6	605	601
HOR	HOR6	611	601
HOR	HOR7	704	035
HOR	HOR7	705	034
HOR	HOR7	702	036
HOR	HOR7	703	036
HOR	HOR7	018	038
HOR	HOR7	032	033
HOR	HOR7	033	033
HOR	HOR7	034	034
HOR	HOR7	035	035
HOR	HOR7	036	036
HOR	HOR7	040	037
HOR	HOR7	037	037
HOR	HOR7	039	038
HOR	HOR7	038	038
HOR	HOR7	017	038
HOR	HOR7	701	036
HOR	HOR7	706	033
HOR	HOR3	301	024
HOR	HOR3	018	018
HOR	HOR3	020	020
HOR	HOR3	023	022
HOR	HOR3	022	022
HOR	HOR3	024	024
HOR	HOR3	026	026
HOR	HOR3	027	026
HOR	HOR3	303	026
HOR	HOR3	302	026
HOR	HOR3	019	018
HOR	HOR3	021	020
HOR	HOR9	102	046
HOR	HOR9	103	047
HOR	HOR9	041	042
HOR	HOR9	042	042
HOR	HOR9	046	046
HOR	HOR9	044	045
HOR	HOR9	043	042
HOR	HOR9	048	048
HOR	HOR9	047	047
HOR	HOR9	101	042
HOR	HOR9	104	048
HOR	HOR9	045	045
HOR	HOR1	107	008
HOR	HOR1	004	004
HOR	HOR1	008	008
HOR	HOR1	006	005
HOR	HOR1	007	005
HOR	HOR1	009	009
HOR	HOR1	010	010
HOR	HOR1	009H	009
HOR	HOR1	003	003
HOR	HOR1	005	005
HOR	HOR1	106	002
HOR	HOR1	001	001
HOR	HOR1	002	002
HOR	HOR1	105	001
HOR	HOR2	203	013
HOR	HOR2	202	012
HOR	HOR2	204	014
HOR	HOR2	201	011
HOR	HOR2	011	011
HOR	HOR2	012	012
HOR	HOR2	015	015
HOR	HOR2	018	015
HOR	HOR2	016	015
HOR	HOR2	017	015
HOR	HOR2	013	013
HOR	HOR2	014	014
HOR	HOR2	205	015
HOR	HOR2	206	015
HOR	HOR2	019	015
HPB	HPB4	412	051
HPB	HPB4	411	052
HPB	HPB4	410	403
HPB	HPB4	408	401
HPB	HPB4	409	403
HPB	HPB4	407	401
HPB	HPB4	049	049
HPB	HPB4	050	050
HPB	HPB4	051	051
HPB	HPB4	052	052
HPB	HPB4	401	401
HPB	HPB4	402	401
HPB	HPB4	403	403
HPB	HPB4	404	403
HPB	HPB4	405	049
HPB	HPB4	406	050
HPB	HPB7	704	035
HPB	HPB7	705	034
HPB	HPB7	702	036
HPB	HPB7	703	036
HPB	HPB7	018	038
HPB	HPB7	032	033
HPB	HPB7	033	033
HPB	HPB7	034	034
HPB	HPB7	035	035
HPB	HPB7	036	036
HPB	HPB7	040	037
HPB	HPB7	037	037
HPB	HPB7	039	038
HPB	HPB7	038	038
HPB	HPB7	017	038
HPB	HPB7	701	036
HPB	HPB7	706	033
HPB	HPB10	092	091
HPB	HPB10	091	091
HPB	HPB10	093	091
HPB	HPB10	094	091
HPB	HPB3	301	024
HPB	HPB3	018	018
HPB	HPB3	020	020
HPB	HPB3	023	022
HPB	HPB3	022	022
HPB	HPB3	024	024
HPB	HPB3	026	026
HPB	HPB3	027	026
HPB	HPB3	303	026
HPB	HPB3	302	026
HPB	HPB3	019	018
HPB	HPB3	021	020
HPB	HPB8	036	040
HPB	HPB8	040	040
HPB	HPB8	037	039
HPB	HPB8	039	039
HPB	HPB8	041	041
HPB	HPB8	016	039
HPB	HPB8	017	039
HPB	HPB8	801	041
HPB	HPB2	203	013
HPB	HPB2	202	012
HPB	HPB2	204	014
HPB	HPB2	201	011
HPB	HPB2	011	011
HPB	HPB2	012	012
HPB	HPB2	015	015
HPB	HPB2	018	015
HPB	HPB2	016	015
HPB	HPB2	017	015
HPB	HPB2	013	013
HPB	HPB2	014	014
HPB	HPB2	205	015
HPB	HPB2	206	015
HPB	HPB2	019	015
HPB	HPB5	608	601
HPB	HPB5	602	601
HPB	HPB5	623	601
HPB	HPB5	622	601
HPB	HPB5	625	601
HPB	HPB5	502	030
HPB	HPB5	615	601
HPB	HPB5	613	601
HPB	HPB5	601	601
HPB	HPB5	618	601
HPB	HPB5	614	601
HPB	HPB5	616	601
HPB	HPB5	619	601
HPB	HPB5	503	029
HPB	HPB5	609	601
HPB	HPB5	617	601
HPB	HPB5	620	601
HPB	HPB5	607	601
HPB	HPB5	621	601
HPB	HPB5	624	601
HPB	HPB5	026	025
HPB	HPB5	027	027
HPB	HPB5	028	029
HPB	HPB5	031	031
HPB	HPB5	032	032
HPB	HPB5	025	025
HPB	HPB5	029	029
HPB	HPB5	030	030
HPB	HPB5	501	031
HPB	HPB5	603	601
HPB	HPB5	504	027
HPB	HPB5	303	026
HPB	HPB5	606	601
HPB	HPB5	610	601
HPB	HPB5	612	601
HPB	HPB5	604	601
HPB	HPB5	302	026
HPB	HPB5	605	601
HPB	HPB5	611	601
HPB	HPB1	102	046
HPB	HPB1	103	047
HPB	HPB1	107	008
HPB	HPB1	004	004
HPB	HPB1	008	008
HPB	HPB1	006	005
HPB	HPB1	007	005
HPB	HPB1	009	009
HPB	HPB1	010	010
HPB	HPB1	041	042
HPB	HPB1	042	042
HPB	HPB1	046	046
HPB	HPB1	044	045
HPB	HPB1	043	042
HPB	HPB1	009H	009
