species	qma	stat	zone
ORH	ORH3B	622	601
ORH	ORH3B	625	601
ORH	ORH3B	502	030
ORH	ORH3B	411	052
ORH	ORH3B	615	601
ORH	ORH3B	613	601
ORH	ORH3B	601	601
ORH	ORH3B	618	601
ORH	ORH3B	410	403
ORH	ORH3B	408	401
ORH	ORH3B	614	601
ORH	ORH3B	616	601
ORH	ORH3B	619	601
ORH	ORH3B	503	029
ORH	ORH3B	409	403
ORH	ORH3B	407	401
ORH	ORH3B	609	601
ORH	ORH3B	617	601
ORH	ORH3B	620	601
ORH	ORH3B	607	601
ORH	ORH3B	621	601
ORH	ORH3B	624	601
ORH	ORH3B	018	018
ORH	ORH3B	020	020
ORH	ORH3B	023	022
ORH	ORH3B	022	022
ORH	ORH3B	024	024
ORH	ORH3B	026	026
ORH	ORH3B	027	027
ORH	ORH3B	028	029
ORH	ORH3B	031	031
ORH	ORH3B	032	032
ORH	ORH3B	025	025
ORH	ORH3B	049	049
ORH	ORH3B	050	050
ORH	ORH3B	051	051
ORH	ORH3B	052	052
ORH	ORH3B	029	029
ORH	ORH3B	030	030
ORH	ORH3B	401	401
ORH	ORH3B	402	401
ORH	ORH3B	403	403
ORH	ORH3B	404	403
ORH	ORH3B	405	049
ORH	ORH3B	406	050
ORH	ORH3B	501	031
ORH	ORH3B	603	601
ORH	ORH3B	504	027
ORH	ORH3B	303	026
ORH	ORH3B	606	601
ORH	ORH3B	610	601
ORH	ORH3B	612	601
ORH	ORH3B	604	601
ORH	ORH3B	302	026
ORH	ORH3B	605	601
ORH	ORH3B	611	601
ORH	ORH3B	019	018
ORH	ORH3B	021	020
PAD	PAD4	412	051
PAD	PAD4	411	052
PAD	PAD4	410	403
PAD	PAD4	408	401
PAD	PAD4	409	403
PAD	PAD4	407	401
PAD	PAD4	049	049
PAD	PAD4	050	050
PAD	PAD4	051	051
PAD	PAD4	052	052
PAD	PAD4	401	401
PAD	PAD4	402	401
PAD	PAD4	403	403
PAD	PAD4	404	403
PAD	PAD4	405	049
PAD	PAD4	406	050
PAD	PAD5	502	030
PAD	PAD5	503	029
PAD	PAD5	026	025
PAD	PAD5	027	027
PAD	PAD5	028	029
PAD	PAD5	031	031
PAD	PAD5	032	032
PAD	PAD5	025	025
PAD	PAD5	029	029
PAD	PAD5	030	030
PAD	PAD5	501	031
PAD	PAD5	504	027
PAD	PAD8	036	040
PAD	PAD8	040	040
PAD	PAD8	037	039
PAD	PAD8	039	039
PAD	PAD8	041	041
PAD	PAD8	016	039
PAD	PAD8	017	039
PAD	PAD8	801	041
PAD	PAD10	092	091
PAD	PAD10	091	091
PAD	PAD10	093	091
PAD	PAD10	094	091
PAD	PAD6	608	601
PAD	PAD6	602	601
PAD	PAD6	623	601
PAD	PAD6	622	601
PAD	PAD6	625	601
PAD	PAD6	615	601
PAD	PAD6	613	601
PAD	PAD6	601	601
PAD	PAD6	618	601
PAD	PAD6	614	601
PAD	PAD6	616	601
PAD	PAD6	619	601
PAD	PAD6	609	601
PAD	PAD6	617	601
PAD	PAD6	620	601
PAD	PAD6	607	601
PAD	PAD6	621	601
PAD	PAD6	624	601
PAD	PAD6	603	601
PAD	PAD6	606	601
PAD	PAD6	610	601
PAD	PAD6	612	601
PAD	PAD6	604	601
PAD	PAD6	605	601
PAD	PAD6	611	601
PAD	PAD7	704	035
PAD	PAD7	705	034
PAD	PAD7	702	036
PAD	PAD7	703	036
PAD	PAD7	018	038
PAD	PAD7	032	033
PAD	PAD7	033	033
PAD	PAD7	034	034
PAD	PAD7	035	035
PAD	PAD7	036	036
PAD	PAD7	040	037
PAD	PAD7	037	037
PAD	PAD7	039	038
